plateifu,300kpc1500cz_count,0th_kpc_1500cz,1th_kpc_1500cz,2th_kpc_1500cz,3th_kpc_1500cz,4th_kpc_1500cz,5th_kpc_1500cz,6th_kpc_1500cz,
18834,1,0.095973245,315.3549277,505.4471866,598.0180912,9.76E+02,1078.683043,1306.821163, 
18852,4,0.077420201,1.48E+02,177.324315,256.8688163,823.2980231,975.1995867,1055.803198, 
18863,1,0.193686445,586.1757885,710.2636286,738.666008,860.7499732,2343.225298,2374.823722, 
18876,3,0.119509584,132.0805241,188.4569578,573.2667314,712.6065035,1709.199632,2637.361455, 
18910,3,0.059718931,168.3701317,229.8936453,652.9079612,708.6429796,711.4276037,7.33E+02, 
18931,4,0.080375613,182.2179623,213.5044565,256.9996468,522.5839792,656.3630172,660.7430996, 
19161,1,0.041725372,3716.87118,6357.496613,6436.656215,7242.850701,7316.463161,9752.044132, 
19248,3,0.215278898,172.1415886,201.7128969,1258.488277,1265.810646,2749.484333,2.76E+03, 
19270,1,105.8786943,629.8065677,633.0343332,779.2860923,1883.235028,2369.027501,4272.51992, 
19311,1,0.140557838,1032.367574,1578.539805,1728.624034,1751.695184,2092.850227,2644.2221, 
19314,1,0.162173653,2172.518798,3386.096643,3450.533701,3736.338077,4130.045409,5430.205157, 
19326,1,0.148670138,7.97E+02,835.5263538,988.4627705,1051.92676,1196.80621,1478.244351, 
19327,2,19.80124464,172.761945,1601.014971,1760.602248,2110.797068,2805.601926,4163.09635, 
19330,3,0.086811749,153.1334781,188.4613479,365.4704998,490.1863833,637.8651057,847.5710962, 
19390,1,0.272075836,2453.834838,2548.198649,2778.457206,3260.37566,3302.390556,3692.593988, 
19429,2,0.153920916,224.9324354,328.4681765,458.0827843,843.5553039,1985.394765,1992.346917, 
19440,3,0.100887506,92.61503915,200.62793,345.2829837,1029.61246,1769.562648,2320.974552, 
19496,1,0.061456831,1989.598561,2493.754808,3332.652567,4.14E+03,4392.999536,5105.019623, 
19512,1,0.063850722,1427.401141,2565.727464,3448.200436,3628.649721,3.74E+03,4287.757491, 
19823,2,0.118788478,196.7022409,533.8693258,601.0300128,688.8668024,732.5084888,806.062384, 
19828,3,0.139327696,99.01982054,266.8020118,546.0868545,573.2252045,576.7239791,654.1065405, 
19857,4,0.159037873,30.65717875,94.27454514,106.1963871,1280.704867,1889.100847,1948.409859, 
19965,2,0.27273808,290.4627815,1781.584027,1809.450621,2038.39679,2097.504818,2738.210493, 
20028,3,0.119065845,171.2288494,225.0743779,497.3532997,873.5047606,1272.18111,1971.157878, 
20078,1,160.5312779,649.0955911,1130.396663,2131.5945,2190.742127,2316.64769,2412.795347, 
20142,1,9.160725138,504.8207218,670.2828242,855.2096729,878.7575701,1371.271537,2032.09993, 
20235,1,0.076296389,1509.128342,3813.939693,7642.673138,8599.477595,12319.64558,12763.59064, 
20375,1,0.026437392,341.6325683,357.2547136,1373.402701,3453.620688,4958.143676,5455.004996, 
20424,3,0.064887736,9.92758665,209.4484359,2657.65271,2684.614351,2758.572865,3621.683219, 
20484,2,0.173322556,234.4208227,678.0745801,1812.373478,1947.898209,2.04E+03,2044.267527, 
20585,1,0.20745327,1552.37786,1927.43262,3366.702686,3791.294364,3880.268471,4035.187854, 
20723,1,0.082962011,579.2403205,642.1262435,1012.649048,3486.496426,4043.005039,4715.538859, 
20748,0,4374.128381,4650.520003,5376.09812,9107.647353,9537.040144,10073.05122,10335.61208, 
20759,1,0.130983416,320.0218678,493.5824566,549.2157522,556.2309485,566.3609313,606.2229112, 
20766,2,14.90334514,183.5236286,847.6126774,2042.700458,2558.5588,2609.683741,2844.781108, 
20786,1,0.171080768,1787.830729,1793.624922,2083.005108,2779.063818,3088.741944,3117.42379, 
20796,1,0.132903712,1540.703585,2449.526884,3062.495793,3170.947473,3295.043862,3342.222167, 
20951,4,244.8218969,248.198247,280.1438241,284.7663109,358.2479952,453.9687696,481.998754, 
20986,1,0.077866526,1431.091699,1435.980875,1516.749131,1598.28226,1697.723485,2513.433458, 
21083,2,0.582675554,23.66070003,418.1516967,1665.111633,3109.399486,4158.962435,5970.26, 
21089,2,67.3384442,128.6471853,756.913112,1252.215274,1540.384476,2387.68563,3226.145545, 
21195,1,0.074726808,1232.693545,1382.880554,1472.027495,1727.718317,2977.361864,3020.264628, 
21288,1,20.18411341,1026.614632,2338.988399,2775.267838,2923.426507,3373.486193,3473.47904, 
21322,1,83.15707441,320.3457559,684.5672193,1169.844805,1737.512392,1878.131399,2005.517936, 
21357,1,0.203721782,1008.781522,2301.923406,2321.134197,3257.868382,4103.398075,4113.615532, 
21388,1,0.012977751,1315.135522,1509.833931,1710.541871,1947.752023,2270.347364,2718.255074, 
21442,2,0.091122221,139.8292271,329.4040019,1289.978032,1295.330223,2467.144772,2725.279407, 
21594,1,0.269195914,380.4558674,1585.340862,1962.100295,3274.020007,4804.484435,5255.629109, 
21640,1,0.27656031,317.8367408,2255.490515,2335.402257,2472.118093,2611.004242,3076.326143, 
21645,1,0.078020772,2247.111782,2860.370732,3404.373375,4205.001127,5.36E+03,5373.516461, 
21670,1,0.067802843,1460.692639,2156.232736,3728.54577,4218.196944,4366.74681,4617.467702, 
21829,1,0.085102505,1994.448443,2438.144835,2453.159342,3309.21191,3514.687358,4293.728959, 
21886,2,0.086329655,194.8157609,641.0807368,991.3036529,1327.635074,1735.28646,1792.363444, 
21989,1,0.259375933,1982.836508,2943.932445,3968.336109,4394.789862,4817.073657,5123.422497, 
22050,4,0.02694794,64.44600302,163.1645534,168.5856267,343.585131,477.4186916,498.3405742, 
22199,1,0.095704222,492.7474752,2882.929561,4171.708512,5046.503709,6059.955544,6221.271455, 
22201,4,0.204269862,92.05510346,144.8028024,151.5652412,828.2679846,1.53E+03,1794.61062, 
22235,1,0.185884891,1158.622507,2035.82467,3187.185933,5447.778274,5588.078089,5743.383365, 
22267,1,0.123431712,4806.293765,5184.469824,6071.68905,6768.440611,7814.193659,10053.55514, 
22295,1,0.043940241,398.7014605,403.2693157,490.6824333,6.66E+02,2027.901275,2380.358425, 
22304,1,0.135933749,1953.102719,2752.274417,2973.408914,3528.747998,3572.840331,4754.423079, 
22362,2,0.053654411,95.46836497,846.6577328,982.139491,1157.815011,1295.84587,1493.881432, 
22392,5,0.093866922,167.5856921,203.3062681,224.8484989,264.3119095,305.9797346,308.2750226, 
22603,2,0.131396141,144.3510278,1650.345202,2650.416526,2797.215249,3494.728591,3586.039301, 
22929,3,0.047643816,185.8513392,284.7120952,301.9735594,733.7645441,1573.969816,1862.048909, 
22997,1,0.051390152,312.7316896,552.4121857,621.6893493,751.9966613,871.6111594,933.9319976, 
23153,1,8.02486547,549.8228109,2106.602411,4254.718573,5157.584653,6837.706977,7244.305786, 
23229,1,0.11827534,678.9156973,2328.996678,2770.408844,2796.770556,3599.019718,4998.607264, 
23295,2,0.583802602,240.3663166,1588.892057,1998.897021,2143.889288,2321.447911,2360.539176, 
23408,4,31.59597182,57.74922899,136.977338,186.2699352,396.9278997,452.854818,481.8804918, 
23426,5,0.081863761,41.49152815,120.3708618,214.3906046,290.127207,497.182467,546.067211, 
23572,10,0.107743403,119.4054123,133.4537033,143.4438784,193.3003705,198.1147958,198.7343075, 
23691,10,0.073459589,45.9089022,82.30306994,101.9193947,114.2842379,1.77E+02,232.4755529, 
24061,2,0.04788948,277.1942877,528.9051703,580.7482199,614.1642879,648.5088397,706.1675952, 
24272,1,0.133356228,4889.338031,7516.889022,8171.667275,12898.21306,14307.55277,14445.75698, 
24405,2,0.090238528,285.0616034,392.1914487,576.7506189,770.1372725,1390.141372,2382.090643, 
24430,4,0.043713752,67.74526471,189.1770805,285.8007985,424.4421655,428.3233644,554.7411467, 
24565,1,156.1369523,948.0146615,1188.476789,2247.876929,2580.479255,3198.773862,3280.152119, 
24569,1,172.3562266,789.2790372,931.4600367,1174.00336,1417.860272,2244.104955,2619.338606, 
24577,1,0.124817582,655.2769454,731.4855027,848.5076425,1060.057518,1362.269342,1482.331478, 
24727,2,49.96058229,264.8614627,521.6161061,532.616872,596.8383246,613.9657214,788.8115453, 
24755,4,10.61521241,167.6045293,244.3832888,251.8973143,632.6790912,830.0521832,1036.78568, 
24777,2,0.114070129,237.646073,362.7431791,388.8048064,393.4872333,973.2502524,1.08E+03, 
24877,1,0.069501749,4533.984718,5881.700802,7570.925633,7729.577731,8078.129967,8.39E+03, 
25047,3,0.077372208,15.05350892,283.3806649,417.0098479,566.1311325,921.1850672,1035.491663, 
25128,1,0.462890301,2453.501217,2501.867773,3295.536108,4609.321405,4651.506363,4746.887636, 
25138,2,0.064274059,39.12305173,2368.206937,2391.453415,2494.028462,2.69E+03,2886.071906, 
25140,1,0.031455229,325.8854091,663.0071224,1112.173806,1168.856352,1433.874484,1573.480511, 
25172,1,0.03701949,1292.003505,1801.126624,1.88E+03,2209.294802,2298.960675,2497.530431, 
25272,2,0.106776173,204.8144878,460.8540846,614.4774673,1063.125648,1187.300711,1614.858857, 
25274,2,12.12617578,193.7416536,458.3290184,605.9971645,1054.366525,1194.008451,1608.244783, 
25530,2,0.026372058,110.2991023,995.3421659,1063.922038,1306.289719,1367.881551,1373.499251, 
25592,1,0.092458209,586.2510917,973.2108242,1242.377772,1411.652038,1570.292839,1.70E+03, 
25603,1,0.334862774,331.7313335,354.3254476,420.7650394,608.6752569,671.0329209,680.990087, 
25605,5,0.184234515,143.4016394,187.9156104,276.5087017,295.1679459,373.7431014,389.2514633, 
25751,3,0.037318892,18.62041606,292.5156771,939.5415927,977.4602017,1110.427234,1545.814359, 
25789,3,0.223594385,161.5322696,287.83777,417.8146538,577.8242316,708.6680358,884.1521346, 
25841,3,0.129502681,137.5773325,203.0595087,302.6658953,319.5738084,413.4873562,504.9981747, 
25986,1,0.192150298,628.0639313,698.8851789,741.9520165,747.0474338,749.0474171,806.1848099, 
25990,5,0.305064803,20.00744379,244.6602672,265.2773916,273.9683284,490.9581735,861.1160069, 
25996,3,0.189910042,20.5526741,287.2372402,827.8111286,926.6348354,932.8318465,1062.302345, 
26021,2,0.545200314,224.8779857,475.3704229,478.5569561,545.4110344,633.9603513,682.5652098, 
26089,2,0.099495485,11.29370434,424.5197512,549.4212413,921.9614398,966.4107176,1012.131507, 
26109,2,0.08399097,143.1723282,494.1087127,621.4611928,698.531156,1074.904327,1325.901959, 
26139,2,0.085379168,31.35451371,870.4798212,1393.088888,1438.147543,1597.985147,3366.473827, 
26143,2,0.081124153,31.29367804,886.1316032,1411.166521,1429.490216,1602.301905,3374.856897, 
26145,1,0.151875083,2358.364717,2770.519746,3570.082629,5384.694327,6748.260815,7192.531888, 
26155,3,0.163846835,120.9362096,179.8696418,450.0816698,528.8116348,1246.32528,2064.526941, 
26280,1,0.262986793,1455.492336,1461.113019,1537.105855,1822.839545,2323.770142,2357.795763, 
26568,1,0.083423924,4201.912991,4608.664088,4977.569037,5004.583524,5022.2007,5118.37018, 
26574,4,0.090383164,77.50598769,90.74149259,170.3843839,6.77E+02,687.3752667,703.1877735, 
26844,2,0.235548225,13.14843355,364.912404,714.2955655,1705.150862,1749.369446,2557.955549, 
26928,2,0.095068877,225.128148,889.9079438,2090.931116,3117.985811,3401.339603,3846.605429, 
27013,1,0.345462615,547.025466,585.8867798,1331.574312,1467.541169,1912.582176,2055.196808, 
27091,2,107.4984869,179.1585279,333.5769403,339.8269769,382.6682734,504.5715201,507.6143768, 
27115,2,0.244280268,166.253471,791.9100129,841.9505771,1418.757196,1454.48226,1926.87392, 
27182,1,0.448606582,1583.953892,2068.540818,2570.566858,2584.155643,2605.947988,2796.846827, 
27225,3,0.041167717,155.758575,260.0517868,340.8186319,514.2386451,533.516334,568.6357718, 
27282,1,0.166693587,1384.137528,1652.570974,1928.411815,1991.796803,2060.925229,2269.641449, 
27407,0,485.7768085,486.6555375,756.0627521,822.75782,2587.89145,3057.975946,3234.262958, 
27408,2,35.63720377,97.71693767,326.561239,421.4142424,691.9257023,846.0915011,929.6656462, 
27439,1,0.390978297,1204.249363,2175.679678,2277.060582,2611.695998,2657.585002,2835.843274, 
27508,1,0.243266588,1.73E+03,1859.389771,1897.469187,2124.661863,3002.952647,3417.9148, 
27567,2,0.34554397,109.3251169,371.6051645,512.766041,846.6507596,937.549537,974.5944188, 
27576,1,0.039556058,409.2144433,580.1494649,701.8467222,843.5605398,1257.478533,1290.896775, 
27703,1,0.162430172,917.8860072,1061.124084,1177.800564,1186.284299,1217.507895,1376.742262, 
27954,0,1674.527284,3977.844113,6380.312707,6717.708144,6775.072718,6856.156936,7404.175397, 
28130,1,0.019617987,389.8035772,517.4939137,542.7059047,582.1451645,653.6956296,731.2575001, 
28395,2,0.154287691,197.1300606,399.2803672,5606.379527,6503.752919,7365.418072,7392.099725, 
28577,2,0.187800615,206.2519115,417.8706579,1640.262745,2980.618172,5808.237421,6156.952129, 
28887,1,0.226123053,534.5817022,661.8582382,3091.411427,3642.920663,3738.600309,4959.99017, 
29038,2,0.104442655,39.84498208,1424.703289,1764.962047,1972.050793,2057.161723,2111.92654, 
29214,1,0.478014421,349.2503785,711.4579893,993.2945647,1476.719126,1824.942456,3023.689593, 
29284,2,0.161690331,140.7910918,1.14E+03,1912.029151,1962.929161,2990.105738,3216.115112, 
29287,2,14.31190521,151.6459185,1143.571272,1876.490363,1954.020116,2953.09456,3173.807803, 
29476,1,0.210289895,544.482754,786.2649729,828.2665129,969.4247344,1917.684521,2379.193098, 
29483,1,0.131368563,2892.753182,4570.576196,4624.871438,5446.849694,5816.619674,6430.989858, 
29529,2,0.071461356,264.4348385,428.9408647,930.0721302,937.9039206,1829.757665,2159.526202, 
29964,1,0.211557314,2547.804279,2831.167828,3.04E+03,3123.424368,3454.740639,3461.364245, 
29981,0,431.7333237,495.7998604,525.2575326,561.3986624,579.3964988,641.5982419,873.0244717, 
30063,1,0.135966691,776.7578633,855.4684428,1112.113412,1614.568762,1733.036066,2205.121309, 
30163,3,0.05084455,253.4299998,278.4500624,854.3742073,2.27E+03,2408.715824,2442.294762, 
30174,2,0.318312151,288.1160121,1153.680295,1988.700078,3142.243068,7291.99351,7428.540341, 
30274,3,0.083635367,87.79071654,108.5128163,788.1708595,2673.086722,2765.722739,3035.088557, 
30301,3,0.142919971,169.1299538,292.7978966,337.4379389,545.176777,694.507869,970.7310244, 
30365,1,256.3481837,508.3828981,807.2026447,3426.240924,4895.935739,4899.187078,5996.224679, 
30428,2,0.054909284,33.75690265,447.4095131,459.0133336,1191.324057,1201.559196,1377.745654, 
30545,1,0.3628963,583.2899691,733.1954142,767.9170983,1603.285113,1849.990788,2580.077556, 
30613,1,0.355374094,1640.637256,1846.432764,1.90E+03,2318.947644,2560.557251,2591.437438, 
30689,10,0.133619692,7.49529576,26.76698463,56.78111497,57.9451369,94.11089105,248.8800036, 
30690,7,0.128387689,21.17603571,27.35501989,67.09442068,81.3156976,255.2813552,285.2702165, 
30782,1,213.1948721,601.0072003,679.9096205,723.5997924,749.5799616,822.1598365,857.4652488, 
30875,1,0.181366071,574.9368978,583.3138993,990.7393491,1108.329831,1866.531739,1906.843112, 
30895,5,0.080378132,194.4647496,226.0011829,258.1779607,295.8230517,358.6076592,360.957833, 
30924,3,0.018225892,3.86E+01,257.6531488,321.8439638,335.2423355,353.0964072,437.1407214, 
31052,1,0.069367607,958.5843929,1034.770371,3.11E+03,3155.448546,3199.725086,4879.027769, 
31250,4,0.023123489,248.2534256,269.5730515,277.7277635,428.8945108,442.4188714,454.5287029, 
31293,2,10.42057537,148.8567378,435.9076105,836.4756596,982.2597404,1301.610341,1622.508931, 
31294,2,20.27143884,140.7210781,423.2659819,840.7753294,983.7718182,1301.585873,1619.493639, 
31324,5,0.056091885,33.39543492,154.53529,253.905885,277.1331096,392.3368679,394.7068287, 
31340,11,50.70145778,130.3014282,151.023014,191.0982453,230.7187225,232.8885298,235.931994, 
31380,0,492.9852875,831.2123757,1081.722161,2884.721718,3276.380659,3311.194012,3375.910593, 
31391,9,0.121929205,82.70431807,141.7005599,164.9424019,176.6452127,192.6679821,235.1761949, 
31394,1,0.260004064,405.3473409,893.4390302,1687.706783,1730.317676,1.84E+03,2564.511915, 
31480,1,0.121982711,450.4258092,1844.69367,2515.971786,3177.176175,4363.894155,4402.039695, 
31523,3,0.069831579,16.47647032,224.3979106,1206.982141,1842.829095,2598.13302,2744.970832, 
31524,3,0.022448466,16.46849178,214.3174157,1218.455318,1832.271278,2604.221151,2742.26935, 
31556,6,0.122736328,1.13E+02,134.2857559,198.930374,261.3853701,280.4697898,332.7837751, 
31657,1,0.113449406,863.6081243,1241.552983,2243.932012,2563.98151,2660.383729,2825.662655, 
31672,3,0.033255843,151.4194991,292.2779798,323.8270594,332.5386866,459.5264482,638.767724, 
31796,2,0.41450148,191.2857501,1358.90655,1808.457355,2004.718468,2051.242252,2188.244641, 
31994,1,0.174074023,896.484226,3807.869029,3824.152695,4085.001378,4515.515714,5727.717861, 
32101,4,0.052353495,256.469723,289.3366605,293.2857622,4.15E+02,839.7713362,873.5010879, 
32203,1,0.065502543,1375.692471,1682.886275,1847.074005,2149.208908,2825.516993,3554.691806, 
32333,1,39.61506826,703.798014,731.907813,1275.705623,1279.136531,1430.189265,1458.8387, 
32339,1,0.156567298,665.7226412,701.462283,1281.929298,1308.893917,1427.651688,1458.211032, 
32359,2,0.305814264,226.1544603,558.1614316,770.5331181,809.7592738,1450.223565,1660.091983, 
32363,2,0.162843768,76.85437869,339.5653514,1223.85648,1277.717885,1448.133933,1736.916342, 
32452,1,0.232563507,589.2916527,1658.168727,1733.02358,1952.383019,2134.348317,3174.767432, 
32466,1,0.114768819,694.9278132,805.3653902,1487.118129,1927.656832,1993.103414,2319.002208, 
32536,2,0,85.86763605,367.9844837,556.4351801,1457.124142,1736.189155,2175.846615, 
32649,3,0.1275978,17.41693542,262.747557,385.5010531,666.515989,674.8113132,813.5823424, 
32679,3,0.471839205,212.0373314,244.776196,332.0483813,397.3777213,562.885632,567.8424104, 
32825,1,0.080437979,469.6512173,488.2160534,606.0045694,680.8034724,1215.627009,2252.070472, 
32834,2,13.77515581,226.5875071,1056.819595,1223.574765,1492.780307,4306.905493,5279.73528, 
32872,1,0.499282892,316.7989783,629.1976645,842.5552888,1140.470783,1453.62978,1.53E+03, 
32968,1,0.229734867,487.3755821,566.9921683,719.140102,856.6755447,9.87E+02,1123.757084, 
33112,1,0.100047743,1442.884114,1578.38095,2290.978456,2356.6025,2383.152352,2663.329505, 
33187,1,0.131757019,1544.338756,1749.069033,1931.228303,2036.067078,2166.869717,2199.404315, 
33192,1,0.511093102,803.9740822,1495.909336,2129.056538,2131.303999,3666.366778,3855.143651, 
33224,1,0.250799603,1910.142471,3028.618502,3236.362785,4079.382004,4082.659754,4504.502129, 
33233,1,0.035754168,396.61826,953.4059289,1045.58769,1613.006923,2231.160688,2286.860577, 
33269,2,0.061471658,1.27E+02,557.4070668,1066.928413,1677.343417,1932.11777,1950.069148, 
33511,4,44.20037591,152.8910537,234.4302462,252.1023372,335.6573396,337.4163932,404.2488409, 
33538,1,0.121000208,3861.279889,5061.616721,5460.523125,9001.355022,10131.27524,11161.87237, 
33774,1,0.040313817,5520.078344,6370.189013,12613.26723,12703.27923,13189.72892,13226.41541, 
33803,2,0.021181694,93.14407971,494.5708138,688.4226413,715.7496184,756.7396414,9.79E+02, 
33871,7,0.059542762,74.57391534,141.9655688,145.0584096,160.7107206,2.43E+02,253.6300018, 
33897,1,28.84896902,3203.008262,3572.297157,3605.224202,3.89E+03,4433.051077,5354.920307, 
34141,4,0.166542032,129.2232581,280.0889566,299.568259,360.9610868,366.0296746,377.7793055, 
34252,4,20.87897225,177.1282905,282.0973249,286.3542489,426.2799807,439.135672,485.8827262, 
34295,2,0.132580506,8.84604736,1404.574178,1737.945177,2161.688755,2432.303777,2437.434303, 
34378,2,0.069368301,201.1224976,322.3203573,523.8541405,685.2985676,2020.772632,2168.427127, 
34380,2,19.55230707,200.1374743,332.7885104,532.6478917,697.7887424,2005.942349,2182.745966, 
34566,1,0.239714013,1969.016472,1986.944297,2460.951469,2648.615412,3006.975052,3824.998425, 
34568,5,0.123128113,123.9350211,183.9461464,199.581267,292.5897304,319.9505887,321.6496969, 
34585,2,0.05372468,76.45411568,391.1905155,806.7889389,962.2493053,1781.119969,2832.484207, 
34662,1,0.23771533,455.8949562,478.4947973,5.67E+02,1158.455343,1161.75986,1254.581636, 
34770,0,2492.00532,2517.234354,3180.665818,3396.329161,3404.27756,3528.589475,3810.177337, 
34898,1,0.1211872,1716.066547,2425.155432,3279.774938,3455.960792,3528.340206,3761.167604, 
35159,2,0.108179123,286.6678048,608.2807808,1447.862768,1626.822723,1921.113603,2207.238952, 
35282,1,0.145909382,739.4840446,1026.222286,2347.531685,3526.181137,3809.606393,3957.196481, 
35372,1,0.066242465,592.9911834,708.2580286,717.4032276,934.0592016,1561.133014,2015.955122, 
35429,3,0.081340653,1.26E+01,144.2986608,363.2409344,711.799081,1732.829821,2176.41227, 
35517,1,0.058487318,378.1874931,1041.869686,1329.069738,1335.207571,1684.52298,1791.802829, 
35522,2,0.068520033,180.4886478,352.3624178,475.843998,1443.777709,1640.89096,2167.655512, 
35646,3,0.215687265,58.92397826,184.3978972,1121.980698,1134.442965,1138.25195,1574.382338, 
35649,1,0.229771296,362.5628641,903.658839,955.1680949,1115.912006,1262.221585,1325.504523, 
35683,2,0.095425457,189.452324,1244.19153,2007.994014,2604.687082,2701.392128,3368.39885, 
35748,1,0.255379327,925.5996003,2372.749246,3333.029703,3791.455958,4136.766814,4433.12129, 
35751,1,0.096827016,491.2681718,922.2153663,1009.103472,1038.081102,1580.117932,1696.592608, 
35777,2,9.193975133,204.4532061,1120.24793,1180.421863,1289.646103,2405.239725,2578.577666, 
35862,3,0.078380009,138.6446246,217.7746428,310.3248352,1182.519491,1346.159024,1716.195176, 
35880,7,0.039890259,54.73481996,99.98696998,106.7715973,126.470446,216.1088899,283.0820364, 
35909,3,0.031496713,146.6731009,154.8468066,947.935937,1076.235591,1320.935411,1594.526361, 
35959,2,0.425050834,176.3191904,1115.684897,1266.384365,1728.065806,1740.29209,1973.789322, 
36043,2,0.091367893,13.50067941,563.9891774,647.3629806,834.1341263,994.3060425,1125.21645, 
36055,0,580.331752,742.2771503,889.0956125,908.4768446,1333.815735,1674.822398,3758.686264, 
36474,1,0.320928961,1175.650438,1921.48107,2140.899561,6803.974295,7008.572222,7162.792567, 
36626,2,0.290389974,200.9298948,390.231524,516.8123842,547.9761317,666.5461905,699.0712376, 
36918,1,0.334418909,2785.20972,3357.454523,4754.186904,5218.482651,5318.772584,5370.901755, 
37016,1,0.110120188,649.9290875,735.0420775,1182.087398,1.18E+03,1397.576127,1563.615002, 
37136,1,13.65945594,1633.51651,2650.65874,2657.228139,3971.687693,5178.25718,6837.977967, 
37137,1,0.175213303,1228.002063,1264.122858,2697.640869,3353.272752,3559.336759,3561.593813, 
37218,1,239.6977023,1552.636078,1797.468662,1810.523139,1814.37534,2362.882023,3741.721464, 
37284,3,0.076580471,31.45560114,262.5430865,323.5496373,776.3377616,1062.040048,1455.762312, 
37328,2,0.097367134,246.6528083,2573.765697,2645.38228,5440.831397,7754.830389,8134.432293, 
37346,3,0.219951938,124.1648244,287.621669,922.622928,1161.697553,1346.675654,1637.253171, 
37393,1,0.124776141,469.8712867,610.396566,1071.106936,1116.144846,1321.91452,3671.675269, 
37471,1,0.151039,349.2337117,466.31751,1170.34133,1193.20017,1486.953544,4097.772054, 
37612,1,0.130394166,1482.060601,1969.807037,4521.073647,5923.012971,6394.197979,6418.705478, 
37624,1,0.124155658,2940.965233,4031.914332,4859.781864,5506.645974,5678.307105,6178.238896, 
37638,1,0.404617081,367.6668908,757.4887439,1458.615886,1461.900062,2180.41796,2781.450008, 
37669,0,8516.667835,9167.958204,10470.12636,11744.30483,11878.58582,12019.85652,12554.81891, 
37743,1,0.110422355,792.9754458,1108.747505,1697.08346,2014.110706,2019.687405,2068.320233, 
37795,1,0.091640102,545.9240137,556.1997674,867.3223542,1274.327127,1500.781744,3239.515001, 
37939,1,0.165972861,1164.861055,1418.377788,2419.890702,3345.074595,3436.356787,3482.131013, 
37959,1,31.14605032,538.8184757,640.8149483,7.45E+02,883.7647042,1123.228416,1156.799961, 
38060,5,0.229957673,191.0142529,213.4816015,218.8481504,280.4982314,500.6739448,7.35E+02, 
38336,1,0.207101308,724.3022419,1829.806137,1984.186447,2069.339242,2370.923369,4437.744804, 
38378,1,0.09233017,1370.096082,1.65E+03,2141.938527,2687.474327,2714.406344,5833.901497, 
38403,0,854.3755272,1142.740718,1415.502186,1799.412992,2315.019832,2332.813162,2939.498457, 
38658,1,0.052910405,9.13E+02,1195.151094,1513.925876,2356.940627,3158.612245,3785.877454, 
38688,0,2002.706522,2073.574258,2093.277106,2296.585558,4362.155598,4434.449973,4649.827321, 
38873,0,375.5625821,1603.690752,3503.735299,5002.404873,5005.548416,5311.925623,5481.911788, 
38876,1,0.119405163,5133.903537,11493.33285,13019.60016,13221.31048,13226.55082,13505.71309, 
39030,2,0.0685234,47.41272701,511.8743354,665.4423178,734.6106772,842.1962715,860.8079247, 
39044,1,0.207711839,2143.049798,2374.605944,3076.272398,3864.818372,4541.642615,5473.11749, 
39075,1,0.221770483,2465.844766,2537.616997,2571.050583,3672.004567,4292.42873,4687.294461, 
39154,4,0.108355254,87.32057583,93.01290486,168.7790829,301.4774286,384.4389245,532.1059277, 
39176,1,0.075403541,2013.141073,2446.094221,2670.502207,3162.442724,3201.197961,3524.379123, 
39241,1,28.10587258,2294.359821,3.74E+03,5756.376728,7128.095377,7422.844224,8517.684762, 
39592,1,0.084816496,550.8139278,1176.467876,1345.28524,1427.075983,1609.988692,1678.670907, 
39812,3,0.120314739,116.4659011,215.6279894,412.4925742,466.9796533,495.719125,508.0097318, 
40124,1,0.48966804,1283.955315,1424.493231,2090.125183,2932.933934,4204.419149,4905.994191, 
40149,2,0.029087455,11.85009837,480.5714437,687.9061573,725.9467922,1213.858011,1.40E+03, 
40406,0,643.5969903,927.1668999,1006.690766,1009.361126,1065.686639,1233.708004,1492.137871, 
40753,1,0.23824702,2421.211342,2852.9511,3855.426665,3903.86803,3952.738762,4472.850588, 
40803,1,0.060979381,389.6752061,460.9876222,702.2189037,857.2313728,869.386345,974.0519777, 
41352,1,0.083456301,3.09E+02,642.0525795,888.544613,1050.839637,1698.671498,1735.671926, 
41375,1,0.071660586,311.1100012,729.5348852,774.4355642,1018.772717,1397.6242,1877.140161, 
41450,1,0.264315395,688.3281657,923.7485917,986.3669805,1077.013778,1086.827394,1219.002077, 
41530,2,0.130544808,294.8054341,337.7381124,519.6374914,533.628652,2109.25483,2234.624886, 
41541,1,0.128153004,450.1378839,702.0887978,988.1812467,1149.68241,1761.839813,2020.021681, 
41545,0,969.6118586,1035.126397,1087.809041,1160.431489,1386.909629,1540.602952,1575.06073, 
41671,1,0.568293679,1400.942831,2177.397482,2226.06517,2608.782217,2945.109459,3629.225358, 
41772,2,0.032560481,66.03530981,565.9365845,775.255524,786.7476731,791.619878,953.9358982, 
41886,3,0.084821436,69.62875707,116.5097357,306.8775178,309.7340869,454.0054937,512.5703183, 
42024,1,33.84937585,401.5755976,690.2127779,1030.958706,1635.756029,2295.991828,2365.263031, 
42166,2,0.062443944,256.3988146,767.3517848,1360.989434,2215.495297,2421.595559,2430.274503, 
42348,1,0.191769793,1792.429794,2029.23217,4023.282422,4160.200906,6057.719004,6652.874915, 
42359,2,0.08754324,173.3809964,422.566077,435.580737,531.572497,892.2738895,2844.957243, 
42533,1,0.194742276,2639.431579,3467.239981,3904.088101,4017.092478,4180.888279,4809.096132, 
42911,1,0.124188927,3313.699888,3767.021746,3796.202849,6222.819167,6363.06345,6379.069596, 
