plateifu,300kpc1500cz_count,0th_kpc_1500cz,1th_kpc_1500cz,2th_kpc_1500cz,3th_kpc_1500cz,4th_kpc_1500cz,5th_kpc_1500cz,6th_kpc_1500cz,
2554,1,0.133713927,2606.793552,3447.664397,4125.750476,4265.367291,4876.882184,8217.816502, 
2560,1,0.088433888,308.3062861,430.9088177,519.3146048,613.0960854,672.5428245,709.3435171, 
2562,2,0.086495148,214.271703,1877.608453,2132.269226,2296.52156,2636.911025,2740.174437, 
2571,1,0.160849844,783.0937423,1003.911712,1915.290545,2373.48183,2458.219249,2503.819967, 
2582,1,0.193358585,1316.226596,1617.163327,1653.566543,2709.792202,4255.9908,4631.649869, 
2587,1,83.43829171,868.6112613,1061.570011,1998.152203,2344.731111,2358.733116,2383.038253, 
2606,1,0.026055398,1337.896538,2101.907963,3248.388334,4308.447999,4359.355116,4531.114952, 
2669,0,511.9421255,1268.105081,1363.89213,1497.439019,3870.730321,3970.282977,4004.093058, 
2731,1,0.310684629,3837.924115,7195.72691,8571.562313,10800.22801,14423.21774,14685.58332, 
2787,1,0.200787406,618.7845538,1623.068372,2997.063098,3506.726229,3528.185358,4751.316779, 
2818,1,0.260473502,2057.416376,3950.48315,4099.636219,4281.03294,5480.559286,5601.070308, 
2829,1,0.120054739,1477.824008,1905.048402,1976.949457,2767.573901,2891.561391,3756.256904, 
2851,1,0.293858559,4754.865074,6056.465608,7066.159916,8066.120174,8293.743399,8726.597979, 
2857,2,0.135126574,37.68366674,1426.273144,2156.955946,2298.500843,2931.674448,3.08E+03, 
2906,3,0.190029734,121.1024674,243.4860102,377.2072567,1255.941194,1563.335256,1.79E+03, 
2920,5,0.122985297,73.9789734,76.2039274,142.959263,152.7457336,675.2552722,939.3918222, 
2931,1,0.048266367,4517.822412,5472.026778,5882.592386,6062.361362,6067.577843,6402.252594, 
2955,2,0.060428347,268.1528492,398.7758436,399.5769634,422.2727293,546.5057531,549.8642363, 
2963,1,0.222170191,1241.49131,1971.344423,1978.326354,2274.014252,5849.262786,6005.307076, 
2984,1,3.07234356,308.0641885,346.2834466,380.8118591,432.4290706,640.6552982,895.48817, 
3006,2,0.290332553,125.4868319,340.5955816,347.1798736,440.4599776,620.0228455,1214.372172, 
3044,3,0.068304366,175.3472908,259.323259,3.75E+02,437.5475775,1170.255027,1800.955406, 
3053,1,0.038235855,448.5115189,536.9257602,1292.040898,1443.540177,2366.047398,3377.677132, 
3057,2,0.227279743,223.9652381,1640.435451,2.04E+03,2053.015353,2145.959367,2266.95085, 
3083,3,0.095509686,201.7115056,238.7980876,366.0717885,781.658069,937.9331057,1389.534002, 
3104,1,0.160626916,629.1140984,2950.252447,3917.30154,6075.13234,6682.124938,6853.413774, 
3117,1,0.153409616,367.0964167,469.321208,4.92E+02,657.5779331,1127.015134,1390.451806, 
3164,1,0.212544474,470.6999439,1184.49338,1686.702363,2469.391805,2727.068694,3480.721255, 
3238,1,0.169888448,714.6193057,1461.934614,1785.793239,1805.053983,2187.742513,2255.368589, 
3246,2,0.12489472,154.0265829,2070.906756,2621.501274,3543.800317,3798.876886,3877.522295, 
3290,1,0.246312728,1216.599591,2604.974357,2757.33101,4494.421688,4656.87686,5819.540232, 
3302,2,0.115547833,190.4853698,1265.377771,1700.141292,1788.878716,2271.294736,2529.563928, 
3342,1,0.211588733,527.3171411,1162.547736,1531.115486,1894.631339,1922.441373,2158.434065, 
3352,1,0.26971991,1511.133298,1877.143509,1960.425074,1975.697658,2015.285525,2286.328517, 
3365,1,0.198932828,1835.853053,2031.0672,2160.019412,2360.855331,3522.394966,6066.499628, 
3380,1,0.471665235,1455.476276,1878.165158,2401.623485,4855.46032,8465.647819,9034.195311, 
3401,1,0.243728614,928.2124683,942.9686095,1145.886657,1825.937798,1875.706993,2074.350286, 
3403,2,0.115298941,170.5713556,2781.292094,4818.345939,5285.300959,5455.778851,5964.275165, 
3488,1,0.216981556,346.5433171,1056.124022,1112.81905,1544.362102,1817.691376,1860.442351, 
3496,2,0.224280034,169.1290583,1069.158977,1543.996861,1769.790194,1774.278537,1781.581708, 
3563,3,0.029582407,262.330761,270.2162657,403.9584418,593.5588159,686.5998116,1681.285155, 
3604,1,0.067665727,2080.687559,2542.9713,2730.546561,2794.364497,6416.03803,6970.932528, 
3674,0,362.2302201,545.6538767,722.1691501,1658.905263,1727.087879,1853.251718,2297.371584, 
3772,2,0.205712052,107.2674492,646.2445004,3218.412086,3459.781914,4.14E+03,5162.78544, 
3811,1,0.054655363,818.6402962,1336.387638,1991.814717,1998.439665,3170.569162,3267.556632, 
3829,1,0.126247185,3817.964966,6413.44576,9019.961357,10396.45321,10502.80175,10869.27341, 
3848,2,0.138770799,274.9027418,899.8680722,3806.860831,4461.273164,6867.067194,8901.11785, 
3897,1,0.106616536,419.4892118,1669.790142,1921.837126,1941.671594,3463.184315,3676.246604, 
3950,1,11.28181617,418.156362,430.9998748,630.7978574,693.6453667,3789.284496,4363.909809, 
3982,1,0.161129881,738.6062575,970.0555486,1916.997248,2892.090703,3222.552196,3446.176694, 
4023,1,0.139950753,924.9352051,1677.911514,1836.379457,2245.731733,2293.027679,2393.321814, 
4116,2,0.18337316,99.98543743,375.5223065,411.8669788,706.6964665,951.5081281,1031.393434, 
4123,2,0.141924987,27.06154618,404.5027488,2.32E+03,3022.660012,3799.411683,3952.481459, 
4127,2,0.146758143,26.83346587,3.93E+02,2342.734918,2998.1368,3780.115879,3930.105773, 
4218,2,158.8138864,243.0198418,889.6192612,938.4929149,971.7058736,1037.698619,1079.659722, 
4227,1,0.099716796,1934.37603,2284.980905,2391.012304,2467.28531,3707.379779,4123.603346, 
4257,1,0.047931845,321.3280761,445.2215939,490.9131468,505.4913347,704.1741655,847.3423121, 
4262,1,0.262020219,1635.319156,1643.893118,3026.889868,3215.668316,3584.297187,3995.151605, 
4305,2,0.107042398,172.9813958,469.7009855,734.3496986,853.1178012,1498.969571,1994.324433, 
4333,1,0.047896156,305.416969,471.5507794,475.7829066,1202.010095,1435.639227,2265.908392, 
4411,2,0.062107519,245.5357971,689.9173688,1717.513042,2800.011479,2883.719566,3235.222163, 
4414,1,0.026695256,1993.791724,2203.185247,2402.289059,2671.577072,2744.232432,2797.305083, 
4460,3,0.085276942,108.1596828,187.2319864,3.19E+02,360.5603499,642.1139723,645.383505, 
4479,5,0.052742261,106.1242462,208.2927902,257.8398029,281.6064333,5.78E+02,586.8659175, 
4496,1,0.230362822,1377.713626,1614.963183,1907.896886,1949.445906,2176.079038,3122.850751, 
4504,1,0.018470557,1900.700949,2313.073472,2980.235396,3107.895571,3108.705425,3141.341691, 
4508,1,0.044750792,542.7825382,1927.990885,2784.306241,3594.465658,3819.464421,3926.635292, 
4526,1,0.119336179,378.3450281,411.0540435,472.5194913,972.6901779,977.7432523,1382.403569, 
4602,2,0.193218523,142.1176811,377.7043381,475.4559981,1061.514042,1189.501353,1821.076188, 
4630,1,0.046289374,1079.432966,1459.829078,1961.626496,2825.004129,3232.008753,4427.065773, 
4669,1,0.022288214,323.491986,411.2610154,479.4045076,785.7766098,1068.544441,1127.685701, 
4780,5,0.113559753,104.9902696,171.8884839,214.6554159,278.8499577,361.6054567,379.2301346, 
4822,6,97.43331959,186.8112604,194.5001055,210.5181811,221.814036,269.2088041,388.2818331, 
4823,1,0.145554446,1641.754914,1714.051781,1932.375473,1973.188279,2263.696841,2277.393253, 
4832,1,0.214447395,364.5347559,398.728165,429.6083983,459.6931402,513.178284,569.2890254, 
4854,1,0.254184531,555.1282108,1960.113443,2030.388782,2050.788517,2914.862282,2996.350075, 
4856,1,0.238379626,723.1533742,3144.429114,3908.57936,4324.744874,5889.616289,5915.282962, 
4878,1,0.093626231,432.519889,1407.182879,1495.286344,1565.088847,1868.069668,2181.459991, 
4932,2,0.085876423,32.16710484,1559.40555,2102.406148,2208.851607,2804.227413,3760.19651, 
4955,1,0.597538441,1434.912272,2532.669834,3061.552073,3184.444447,3251.305237,3366.353484, 
4960,1,0.205902466,2463.983146,3623.076222,3872.67741,4758.367337,5242.378983,5809.124765, 
5037,3,0.072031312,2.76E+01,215.3518234,678.4013382,678.9792506,885.4825685,948.794759, 
5090,3,0.113261083,212.8172058,237.2326391,640.5477745,675.1237042,724.8580262,754.3325679, 
5098,1,0.21214009,506.3025923,894.2951159,1254.7181,4777.293217,5740.067857,6705.808762, 
5112,1,0.252893984,689.0177903,756.7431001,856.9497683,1394.06788,1671.980424,1747.38258, 
5114,1,0.252202704,2431.259322,3363.748657,3424.145509,3590.265491,5112.38736,5182.564722, 
5171,1,0.068020968,1617.77061,3147.276684,3175.232182,4230.561834,4779.347666,5123.996946, 
5180,11,0.083346274,40.70702185,131.8793665,147.7169632,150.5711073,159.3999695,207.0121319, 
5184,3,0.225243169,119.3794065,215.2655915,856.9660695,917.3565381,1132.217938,1467.431523, 
5209,1,0.287183462,992.8670532,1415.883923,1633.656404,2418.17473,3814.145151,3896.492063, 
5214,1,0.038247071,330.7481604,437.3401197,493.0415819,504.3712758,646.399422,824.5930048, 
5298,1,0.132723928,328.5067854,619.8849886,816.5832257,1052.548164,1116.387153,1.22E+03, 
5386,1,0.156332101,301.5761532,538.2557205,1327.020572,2105.779146,2433.407517,2720.803185, 
5404,1,117.5819212,324.2754882,496.6482967,526.4149781,556.3873752,718.8488626,742.6309266, 
5432,2,0.17402484,247.1260355,475.9687444,568.221359,613.4453459,1296.327706,1431.339325, 
5483,1,0.163496221,346.1467023,775.8680191,1150.669606,1833.645628,1.85E+03,2190.041783, 
5516,1,0.022594275,458.8921024,478.7523688,2331.401312,2935.041351,4477.455721,4509.171687, 
5527,1,0.14859867,551.6614537,6.66E+02,802.1190131,960.4730511,1019.201492,1632.873526, 
5758,1,0.185463756,630.1558267,1353.855657,2164.499617,3877.53008,5150.657884,5689.99065, 
5780,1,0.059614391,626.3809972,1836.935541,1.99E+03,2334.48541,2471.907385,3142.047816, 
5831,2,0.111893391,228.7561554,460.7391995,478.9340329,664.2618108,1383.965877,1453.683736, 
5875,3,0.16707727,115.1368869,259.6533916,331.6623403,1285.418286,2194.345087,2220.531991, 
5896,2,0.130014046,11.01550967,408.5748546,920.014096,927.0356194,1264.925637,1602.269014, 
5899,2,0.059066598,11.09662585,399.4559855,913.2932324,920.6459387,1280.442099,1600.860405, 
5933,2,0.11811244,32.08882049,2916.757861,4082.420782,5030.650707,5234.306628,5842.574272, 
6025,1,0.086325054,421.8611943,434.9485603,546.4227133,1251.89848,1413.836074,1445.731669, 
6043,1,0.253094869,1150.595856,4268.747546,4340.394207,4695.982245,4958.710286,6225.058408, 
6064,1,0.133495781,1321.246526,1867.561059,2112.636309,2255.070693,2364.731506,2518.556699, 
6097,3,0.292270082,242.6124183,2.84E+02,422.1629106,1372.060921,1634.667197,1651.905149, 
6146,1,0.524484378,1569.668387,2012.33133,2537.982853,5599.947397,5981.293888,6532.921945, 
6297,5,0.217789845,224.9392133,232.0152459,253.4665419,256.4819128,339.7894289,456.2342165, 
6299,1,0.129521839,1414.925998,1943.555074,2117.528113,2589.581205,3574.08109,3613.617886, 
6416,2,0.046811934,50.09040109,404.3534848,583.1697345,693.9146864,835.8681171,1388.257037, 
6450,1,0.048884256,1701.26496,2012.762243,4409.417085,4493.195222,5770.865445,6232.132586, 
6515,1,0.228700133,2132.012077,2927.39857,3533.928262,3538.774177,4677.163467,5302.692231, 
6541,2,0.246568685,295.1030444,376.8788318,1134.402283,1317.505655,1397.505145,1676.267263, 
6545,5,0.044133305,9.967348492,40.89298972,243.9401409,273.8757945,371.5182945,515.8784421, 
6578,2,0.12247273,179.9965547,3.00E+03,3313.774974,3670.98643,3766.501694,4481.355496, 
6592,4,0.02101123,113.0960853,152.9025287,237.9305356,688.461808,829.3215265,972.4764725, 
6645,1,0.184461096,1598.706812,4542.545891,4710.260257,4790.922318,4793.756988,4851.763384, 
6866,1,0.013654573,523.3998474,573.9222104,688.9421307,694.5344666,772.0665402,866.1844612, 
6906,2,0.10248501,37.11216244,524.2348484,721.2421316,759.4926059,936.3530557,1273.902741, 
6908,4,0.114584331,112.4434409,167.1974398,180.9419973,1.29E+03,1362.647627,1720.26215, 
6921,2,0.201790528,29.8808629,323.9935196,369.9537681,600.9331491,1387.13192,1.61E+03, 
6979,2,0.048608854,261.0179479,1457.968468,1993.195066,2013.482131,2014.095729,2121.673821, 
7024,1,0.087681991,1282.380744,2128.97314,3261.490813,3554.864139,3857.283497,4180.021068, 
7133,1,0.117139209,774.62081,1016.719114,1133.381232,1648.707858,2088.193735,2287.799065, 
7216,1,0.15163741,353.3901472,376.1878135,387.4571695,407.4248304,592.5742613,1260.019951, 
7295,1,0.191086753,763.1271427,882.8939448,1323.380889,1998.512363,2023.34134,2178.165855, 
7301,1,0.096562237,2544.151624,3725.797115,5772.371279,6384.293547,6799.894638,6887.859972, 
7302,1,0.105533114,2024.20461,3308.433862,4866.25933,5071.672599,5.41E+03,5493.809884, 
