plateifu,mangaid,stellarmass_1re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
7495-6102,1-456625,9.115057804,38.26075696,1.886385798,-1.381591439,0.00068209,8.615007806,37.69844271,1.916821718,-1.38129282,0.00010859,7.995874882,36.95090733,1.929270864,-1.38129282,1.60E-05
7495-9101,1-456649,9.722043467,38.64501664,1.722692013,0.289724648,0.001974384,9.423336397,38.12602284,1.757810593,-0.234898701,0.000901039,9.131447395,37.09829175,1.763873816,-0.420286983,0.00030022
7495-6104,1-457201,8.786184661,37.56141528,1.528965712,3.246774673,0.000365101,8.314814689,36.89960921,1.535338402,3.228192806,0.000109891,7.909658747,36.72094107,1.548583984,2.990824699,2.12E-05
7495-9102,1-456969,9.901857563,38.82425613,1.996548295,-2.164824724,0.001810013,9.501796694,38.5149652,1.990111232,-2.290153503,0.000856937,8.523677826,37.66866503,1.972162485,-2.328006744,0.000105822
7495-6101,1-272289,10.72751127,38.94719129,1.711816311,-0.880438864,0.005578669,10.51583452,38.78803462,1.810064316,-1.731200695,0.002819464,10.26987902,38.57699626,1.900128603,-2.104495764,0.001408726
7495-12701,1-271959,11.07200571,39.64378479,2.021505594,-2.256522655,0.009184891,10.70318115,39.31779858,2.036001444,-2.446567059,0.001882523,10.29989405,38.86849907,2.037709475,-2.620574474,0.000318592
7495-12704,1-272009,10.93433045,nan,1.890571117,-0.607693315,nan,10.75746626,39.42892822,1.876566648,-0.839925408,0.008278395,10.55421577,39.28947014,1.893887997,-1.533323288,0.00599339
7495-12702,1-272299,10.20353481,39.41340072,1.87945652,-0.999529958,0.02867312,9.844490943,39.05531088,1.964859962,-1.504031777,0.011125041,9.484886986,38.72117296,1.984310269,-1.649657488,0.004879804
7495-12703,1-323420,10.48666615,38.99015895,2.025004148,-2.020503521,0.005356077,10.06031609,38.49542367,2.05257678,-2.327179909,0.001607218,9.779569613,38.20301681,2.060923576,-2.327179909,0.000766069
7815-1901,1-271697,9.566361998,37.14422387,1.844767213,-0.606395185,0.000186031,9.031204105,36.16938522,1.899307489,-0.609349072,5.82E-05,8.681761109,35.82558835,1.928281546,-0.609349072,2.39E-05
7815-3703,1-271717,10.33677474,40.1069888,1.701905727,0.692053258,0.169228354,9.969388825,39.75223248,1.748466492,0.584615409,0.060356482,9.580459013,39.38392948,1.75468719,0.558107018,0.024147926
7815-3704,1-323860,10.34927408,40.59208565,1.491080284,3.446334362,0.89944625,10.01856546,40.3492653,1.543476582,2.37714982,0.457570954,9.780563812,40.15648618,1.559089303,1.834101439,0.312644557
7815-3702,1-272265,10.73169191,39.11973594,1.967144728,-2.426426172,0.006241284,10.32723803,38.73875797,1.998592496,-2.431135416,0.00275909,10.00399244,38.42741263,2.007471323,-2.470201254,0.001349058
7815-12704,1-323475,10.64064328,39.8303952,1.915962934,-1.142748594,0.038539206,10.37937376,39.55969285,1.934115648,-1.383304238,0.02338931,10.05992566,39.24698649,1.954235196,-1.29800725,0.014253918
7815-3701,1-271708,9.406928292,41.54457364,1.347288251,5.125898361,8.368596693,8.945711022,41.13765145,1.331703663,4.960833073,3.355672024,8.575416165,40.80305306,1.331906438,5.012351036,1.52319807
7815-12705,1-271724,10.67301954,39.57836584,1.501212835,3.526325703,0.200449398,10.32587695,39.02233491,1.602322221,2.457405806,0.0552875,10.0105701,38.65872608,1.660490274,1.614948034,0.024704781
7815-6104,1-272298,10.27273913,nan,1.511711955,3.979043722,0.968081808,9.943261104,39.65972218,1.515408993,3.536099911,0.345292151,9.532592651,39.29973117,1.52810204,3.359184265,0.171491884
7815-9102,1-272266,11.06312816,39.40787537,1.826906681,-0.773269475,0.024216461,10.66467572,39.02918576,1.919170141,-1.274004579,0.008062378,10.27510223,38.66049936,1.936638236,-1.238251686,0.003396835
7815-6102,1-560743,11.11197923,40.37345007,1.980595589,-2.032043457,0.116363105,10.78014297,40.02175404,2.02852869,-2.528103352,0.056416506,10.3657412,39.60934288,2.046813488,-2.682934999,0.022892582
7815-12703,1-271795,10.75757774,39.90425169,1.857219696,-1.440206289,0.041401132,10.49222021,39.65694387,1.913312912,-1.634804845,0.023163105,10.26468139,39.46600168,1.92714417,-1.831175923,0.016744337
7815-6103,1-271967,10.7770884,40.9303952,1.341703653,3.962801456,8.14912123,10.41942667,40.38162983,1.459530473,2.308067322,1.995249666,10.10811562,40.02129532,1.55390811,1.292363644,0.705877153
7815-12702,1-264715,11.07879766,39.00974562,2.052092075,-1.716937423,0.008900981,10.74581396,38.8497471,2.044244766,-1.712300777,0.005685031,10.33750987,38.56817756,2.043427706,-1.75508821,0.002450755
7815-1902,1-317653,11.01281956,38.9094309,1.337432504,4.266094685,0.066543365,10.75237283,38.45809236,1.417235732,3.154161692,0.023977597,10.40152411,38.07564057,1.474809885,2.341354609,0.00838782
7815-6101,1-264815,11.30575036,38.55786571,1.979538441,-1.702746153,0.00070485,11.0605336,38.40678887,1.979733706,-1.827547073,0.000420984,10.76170734,38.09821528,1.979421735,-2.045166492,0.00028002
7815-9101,1-265226,11.60828594,39.47176809,2.015482903,-1.437513471,0.004786992,11.34206408,39.21226684,2.034420252,-1.723414779,0.002773376,11.10904855,38.94524728,2.03926897,-2.387568474,0.001148304
7815-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-1902,1-317695,11.61667538,39.52912491,1.977236986,-1.667784929,0.011468208,11.35316321,39.29013638,2.002676249,-2.144566059,0.007280227,11.09073944,39.07588028,2.031204224,-2.323860884,0.004630001
7991-3701,1-559153,11.33458978,40.80676593,1.755514503,-0.164767995,0.310184941,10.99824071,40.68004501,1.734309435,0.037719935,0.208124173,10.73662931,40.50996933,1.712397456,0.36698094,0.12951254
7991-3702,1-264784,10.53201221,39.59025662,1.529674292,4.296912193,0.197376151,10.33660239,39.28709324,1.500154257,5.089127064,0.118238668,10.07265114,38.9799421,1.506970644,5.472130775,0.057928275
7991-3704,1-317497,10.08209092,38.90206433,1.475978732,4.526113987,0.047204325,9.702727892,38.42180911,1.499609947,4.029594898,0.016347678,9.36848387,38.02307155,1.519155145,3.737046242,0.007101677
7991-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-6104,1-265404,10.93104595,40.14979424,1.190746665,5.444698334,0.507782179,10.4721378,39.70014371,1.183432221,5.651584148,0.207448116,10.0124257,39.23014516,1.178937793,5.706562042,0.073504974
7991-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-9102,1-594116,10.58684681,40.61981953,1.484660506,3.569628239,1.924034555,10.25965441,40.25317889,1.482502222,3.255601883,0.93813959,9.946760468,39.94870907,1.490132093,3.045715332,0.492743468
7991-9101,1-559149,11.49197782,39.35286117,2.062095881,-2.045688868,0.006006644,11.25733804,39.10110356,2.090328217,-2.089310169,0.003755079,10.98608327,38.75420924,2.107106924,-2.137015104,0.002398317
7991-12702,1-265180,10.45901527,39.9772855,1.163663149,5.600343704,0.638847778,10.19817331,39.6483135,1.133463264,5.408658981,0.333083512,9.91094884,39.35208213,1.130051374,5.404650688,0.173810042
7991-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-12703,1-296414,10.74837566,39.83719908,1.567527652,1.77030921,0.121489029,10.53942646,39.44446075,1.815847397,-1.111167789,0.014400505,10.33430818,39.2466846,1.871610284,-1.302801847,0.008910675
7991-1901,1-295644,11.31931446,40.23234398,1.540302992,2.170501709,1.187701446,11.05179764,39.90549658,1.608704567,0.495335817,0.418889846,10.71578884,39.64467138,1.647622108,0.168999761,0.17673488
7991-12701,1-295307,9.501392592,38.72179617,1.302221537,4.317406654,0.071031385,8.985012649,38.1714528,1.30580914,4.290875435,0.021253568,8.501099216,37.70386404,1.308371186,4.290875435,0.007347724
7991-6103,1-295787,11.59933581,38.97968906,1.897439241,-0.386135429,0.011639243,11.14803732,38.46403875,1.936368823,-1.14547801,0.001291141,10.84397407,38.21834114,1.939188004,-1.647251606,0.000694619
7991-6101,1-295681,9.646265321,39.4099888,1.219322085,5.197948933,0.142020457,9.200863556,38.83376099,1.234819055,5.086920261,0.042702974,8.819455344,38.42322044,1.244402528,5.086920261,0.017296356
7977-1902,1-633824,10.71475362,39.61997662,1.976626039,-2.049281836,0.010159949,10.45510511,39.36099637,2.027164936,-2.387847424,0.006938706,10.09193713,39.00033402,2.050459862,-2.459766388,0.003138043
7977-3702,1-633776,10.59915779,39.40018773,2.023726225,-2.173196077,0.012582067,10.18702925,38.98993483,2.044618845,-2.243268728,0.004958117,9.767348022,38.55224844,2.054858923,-2.243268728,0.001868229
7977-3704,1-295761,10.24109834,38.81341078,1.494489431,2.931355476,0.027701078,9.901687407,38.39057548,1.610823393,1.043453693,0.007755367,9.546349384,37.99064912,1.664217591,0.52317214,0.002829671
7977-3701,1-296298,9.824781501,39.87653994,1.220261335,5.9931674,0.126655475,9.532161275,39.22872861,1.279012203,5.611887455,0.038161488,9.178945482,38.63103902,1.316232443,4.778572559,0.013473276
7977-3703,1-296277,11.03945819,39.46129202,1.692211866,0.554288507,0.046116952,10.80785083,39.22788061,1.820934534,-1.093732238,0.014025519,10.60633962,39.04103309,1.86791575,-1.427689552,0.007566989
7977-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-9101,1-296538,11.28734711,38.87126561,1.977819681,-2.281853914,0.002364942,11.02701327,38.66762319,2.026955605,-2.492780685,0.000994677,10.7524988,38.32722961,2.03368783,-2.457134247,0.000586371
7977-9102,1-296174,11.3735901,40.33815013,1.926689267,-1.679176807,0.096428629,11.14525687,40.0986456,1.987605453,-1.919847965,0.069246104,10.9274553,39.88576881,2.028624773,-1.987932563,0.04463999
7977-1901,1-295684,11.12060827,38.38775053,1.85646522,-0.605009913,0.001245416,10.73148292,37.51083773,1.90010047,-1.733988404,0.00021202,10.34057317,37.0774519,1.90366292,-1.959784746,5.58E-05
7977-12704,1-296301,11.2020278,39.06578511,1.820596099,-1.312378287,0.010162498,11.07323461,38.96392588,1.857383728,-0.958281159,0.007187237,10.93574479,38.85799026,1.916201591,-1.203665257,0.005076385
7977-12702,1-295671,11.230415,40.76909153,1.591103315,2.992031097,0.99224675,11.00728393,40.59129787,1.517448187,2.889986277,0.832250135,10.85886513,40.43809133,1.531832099,2.315927505,0.59898801
7977-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12703,1-263718,11.27451907,40.3275586,2.098491669,-1.096284747,0.016485701,11.10499806,40.23252696,2.071697712,-1.688725471,0.003409367,10.94719459,40.15581338,2.088567734,-2.182723522,0.000789008
7977-12705,1-263747,10.93088506,39.03037649,2.004700184,-2.330201626,0.000964546,10.48260771,38.43210157,2.023705721,-2.629796267,0.000171986,9.871169455,37.55796927,2.025698423,-2.661020517,0
7977-6101,1-316593,10.7520332,40.43905981,1.500055552,2.207084179,1.071511147,10.42542906,40.12161703,1.602575541,0.481284946,0.361368329,9.973411543,39.71238539,1.646398544,-0.037702836,0.120720197
7977-12701,1-263694,11.17213722,40.62196355,1.924732924,-1.69391036,0.429644249,10.96851381,40.36040922,1.931860328,-1.983431697,0.233536734,10.74507513,40.07075714,1.951567769,-2.185833693,0.126223781
7977-6102,1-633021,11.06114495,39.88580538,2.000056744,-2.50514245,0.012398549,10.73952525,39.66512749,2.02523303,-2.700336456,0.008757607,10.38989393,39.37322917,2.017184496,-2.702446461,0.004602496
7979-1902,1-315799,10.6019416,39.74543723,1.852197647,-1.850646734,0.026934934,10.30953228,39.39277174,1.86719048,-1.837887168,0.013112779,10.00652804,39.08557466,1.899359703,-1.837887168,0.00648689
7979-3704,1-316482,11.03321964,39.1758448,2.036172628,-2.211335421,0.001981753,10.68355093,38.82043141,2.048328161,-2.547887325,0.000689192,10.30262841,38.42101402,2.044700623,-2.616379738,0.000313703
7979-3702,1-316607,9.627717723,39.33693433,1.232335091,5.676860332,0.039962096,9.14329991,38.86357742,1.251496196,5.199774265,0.016077942,8.771173583,38.56028506,1.245004058,5.201434612,0.007906779
7979-3701,1-315931,10.72812021,39.07783993,1.99059844,-2.633524179,0.007632344,10.22454418,38.67007396,2.012338877,-2.839059114,0.003173413,9.950197,38.38438495,2.022399187,-2.963577986,0.001956758
7979-6102,1-316277,10.73463902,40.40791767,1.420058012,0.159376919,1.168247148,10.50455539,40.24563129,1.221061826,1.3705616,0.908607059,10.18601603,39.93745606,1.190221786,4.574489594,0.477429848
7979-3703,1-316583,9.488372499,39.08038716,1.284987926,4.478172302,0.041218575,9.090995671,38.51871976,1.340833187,3.90356636,0.012079017,8.647049905,38.03112881,1.361694336,3.564267159,0.003767107
7979-9101,1-316437,10.88065151,39.92308072,1.50526762,1.259850025,0.312248424,10.63373703,39.5482838,1.755387664,-0.666681647,0.053715848,10.33524296,39.23761898,1.855454206,-1.367874742,0.025265969
7979-9102,1-315462,11.42708394,40.49163631,2.014157295,-2.63906908,0.047648759,11.18369441,40.17511309,2.05375576,-2.806391001,0.018966018,10.91924102,39.89421931,2.057759523,-2.816620588,0.013923876
7979-12702,1-632854,11.45541669,39.52296675,2.02349329,-2.150383949,0.005652879,11.22749554,39.37692132,2.054704189,-2.373113155,0.004392248,10.98744317,39.20310682,2.072041988,-2.487796783,0.002882915
7979-6104,1-632868,10.95700562,38.92900102,1.473323107,2.044888735,0.045106865,10.63585584,38.65457455,1.544081569,1.117173314,0.015642745,10.227502,38.29912915,1.516063809,1.347924232,0.006044803
7979-12703,1-315494,11.47954505,39.01202931,2.028251648,-2.372204304,0.006234717,11.27828303,38.81845282,2.00193882,-2.620726585,0.005024123,10.96157427,38.47375568,2.000768185,-2.583643913,0.003038479
7979-12704,1-315503,11.03923272,38.83121434,1.798897743,1.038237572,0.022657669,10.718463,38.44718288,1.962642074,-0.991962314,0.004956389,10.35189568,38.11306544,2.008027554,-1.389618039,0.001707321
7979-6101,1-456361,10.04622855,39.78942221,2.032011032,-2.06294179,0.023667662,9.59678962,39.33669388,2.054050684,-2.321153164,0.006303596,9.246259735,39.00899977,2.054050684,-2.354362249,0.002001841
7979-12701,1-623608,10.09647083,39.07589383,1.982455015,-1.645090938,0.005137874,9.657094814,38.66713762,2.002743244,-2.113185644,0.002135663,9.325235321,38.34669203,2.002743244,-2.268092155,0.000938324
7979-12705,1-456614,9.930383314,nan,1.877325535,-1.011813879,nan,9.60771586,nan,1.911414742,-1.195347667,nan,9.213625131,37.61116561,1.91307199,-1.207741261,0.000243189
7979-1901,1-623451,9.214848701,39.65652626,1.436753035,3.863050222,0.51574913,8.834836345,39.2822066,1.380942225,4.336351871,0.261303701,8.352921289,38.80537621,1.374289155,4.6612854,0.089991456
7979-6103,1-456909,9.530180984,38.42412418,1.902238607,-0.923059165,0.000700091,9.171482393,37.84818858,1.896944165,-1.235429049,0.000340806,8.779337362,37.3402237,1.901312351,-1.235429049,0.000184837
7975-1902,1-623655,10.12240611,39.00042806,1.918115735,-1.419260144,0.007916232,9.713067298,38.53814119,1.910091877,-1.443885088,0.003205491,9.345028608,38.24884769,1.906660318,-1.485417485,0.001449566
7975-3703,1-456853,10.04578361,39.74217033,1.966722012,-1.806007981,0.028386242,9.653327915,39.29325028,1.978674769,-1.932655334,0.011258098,9.345206396,38.98256999,1.984815121,-1.98061204,0.005006113
7975-3704,1-456568,9.492314387,39.44216132,1.843253374,-0.284972459,0.004198055,9.121426504,38.98917416,1.85091424,-0.00594982,0.001450642,8.746191356,38.71127691,1.850286722,0.064231113,9.73E-05
7975-3702,1-456758,9.518365557,39.28182889,1.812427402,-0.044705033,0.00667632,9.185036211,38.65296314,1.821358085,-0.107968919,0.001409051,8.842044584,38.19772713,1.814708948,-0.217425734,0.000587806
7975-3701,1-457208,9.020115599,37.68544444,1.618412733,1.018911004,0.000579924,8.606753595,36.80890824,1.637490749,0.308114648,0.000147601,8.246184039,35.98910349,1.639896035,0.107192248,5.65E-05
7975-9102,1-456556,9.231146081,37.84579008,1.612304688,2.527853489,0.000414985,8.773038123,37.17752013,1.590399027,2.34789443,9.82E-05,8.39750532,36.87904097,1.578421712,2.325845003,2.55E-05
7975-9101,1-623416,10.07529641,39.61982118,1.942354202,-1.677270174,0.007759682,9.65109148,39.10539148,1.971213341,-2.13120079,0.003111429,9.301600298,38.72173,1.978550792,-2.231116056,0.000919556
7975-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12704,1-457194,8.903504496,38.71394562,1.607156634,0.676307321,0.002387584,8.496376557,38.3413374,1.621520042,0.676307321,0.000582741,8.029990259,37.77425616,1.63340199,0.847533643,0.000181941
7975-6102,1-456550,9.557691077,38.66491795,1.81932044,-0.31222856,0.000878088,9.141549906,38.32097212,1.85610652,-0.388970852,0.000463252,8.776088983,37.90436732,1.857142448,-0.312663376,0.000208711
7975-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12702,1-456864,9.84559669,39.85076875,2.065311193,-2.233300924,0.002360097,9.332008048,39.35345501,2.076866627,-2.416641951,0.000524217,8.482997894,38.5500811,2.076866627,-2.470422983,0
7975-1901,1-456889,9.092023796,37.66467068,1.838175893,0.375893861,0.00032898,8.640372164,37.39615038,1.830576181,-0.129115224,0.00015462,8.159089876,36.94846852,1.811332464,-0.040423337,6.15E-05
7975-12703,1-456828,10.12702758,39.15162203,1.390333176,4.442833424,0.187391937,9.700305439,38.67444988,1.417379618,3.675199032,0.063817768,9.260793071,38.20347172,1.427429318,3.461846828,0.02214478
7975-12705,1-404160,9.130067189,38.72877651,1.578870535,2.27720499,0.003337083,8.763986372,37.98372287,1.59190774,1.879431367,0.00066405,8.426766815,37.19728168,1.601544857,1.788130879,0.000226753
7975-6103,1-456640,9.197914604,38.80301427,1.728849888,-0.133154631,0.005697919,8.852741944,38.20086524,1.737352014,-0.834139347,0.000591418,8.481130277,37.50138158,1.734031558,-1.021397948,0
7975-6101,1-456884,9.348418363,39.18038092,1.760653973,-0.519017875,0.002933724,8.895090595,38.57973477,1.778628469,-0.468545765,0.000619242,8.601550934,38.34724834,1.783141613,-0.459625572,0.000238778
7990-1902,1-456580,9.676214196,38.79173374,1.931584716,-1.555546641,0.001172846,9.178681646,38.23665113,1.955748796,-1.642830968,0.000255878,8.819078706,37.86683409,1.962752938,-1.647259474,8.22E-05
7990-6102,1-623605,9.45406349,38.68261341,1.885351181,-0.301283628,0.002502739,9.243190843,38.3727921,1.928455472,-1.455289841,0.000845042,8.966154272,38.05943593,1.97010088,-1.708219528,0.000283613
7990-3701,1-457231,10.10066737,39.05867519,1.887493014,-1.534991026,0.0048592,9.722629752,38.75050315,1.959596992,-1.797081113,0.003127794,9.157747642,38.2149982,1.994185448,-1.820335507,0.000840071
7990-3704,1-456615,9.252707243,38.26276453,1.77911377,0.302795112,0.000401025,8.963742239,37.72322663,1.77911377,-1.112246275,0.000105092,8.638878525,37.27010932,1.780553579,-1.445335031,3.74E-05
7990-3703,1-404242,9.261160602,38.12586723,1.779699326,0.009140665,0.000773862,8.811975546,37.7140436,1.795832634,-0.102948762,0.00028113,8.393219178,37.33627896,1.794026494,-0.150298953,0.000125199
7990-3702,1-456832,9.575132851,38.9074656,1.911637664,-1.730157614,0.000842596,9.122373553,38.51872928,1.935177803,-1.901507139,0.000189336,8.130282402,37.6519502,1.944544077,-2.008399725,1.73E-05
7990-1901,1-456600,9.584305069,38.19051665,1.692978024,0.727346718,0.001011996,9.182867672,37.55616579,1.695761442,0.691450477,0.000516558,8.76669572,36.99070654,1.695528269,0.691450477,0.000297179
7990-6101,1-456905,9.69251285,38.63540301,2.004434109,-1.846409202,0.001333734,9.188249615,38.20113645,2.014499664,-2.108663321,0.000284578,8.751761803,37.72761899,2.019195557,-2.108663321,7.17E-05
7990-6103,1-624022,9.756037921,38.8081034,1.925920486,-1.704261184,0.002148278,9.39915364,38.33406695,1.968114972,-2.175853252,0.001161965,8.998829468,37.90682297,1.97008884,-2.182727814,0.000601617
7990-9101,1-404293,10.81593509,39.10449868,1.676784277,0.373092115,0.017546904,10.61952815,38.88412081,1.875300288,-1.258167982,0.005982161,10.379452,38.64812327,1.941930532,-1.30892837,0.003266354
7990-9102,1-456299,9.314233639,38.30517962,1.58618784,1.538475156,0.006378147,8.958874624,37.93716194,1.628155828,1.382838368,0.004049764,8.543014256,37.55468463,1.656330347,1.326170683,0.00179647
7990-12704,1-456955,10.11662209,39.00560267,1.977546573,-1.708452463,0.004266756,9.775004658,38.62230364,2.002339363,-2.07973361,0.002885091,9.461911552,38.30231255,2.0123353,-2.161923409,0.001418609
7990-12705,1-300699,10.24872506,nan,1.580893636,3.569057703,nan,10.03004722,nan,1.551948786,3.903309584,nan,9.870394489,nan,1.573652267,4.000481129,nan
7990-12702,1-232157,9.726596523,39.07069636,1.824436426,-0.680194497,0.004722717,9.170345565,38.5297601,1.845656395,-0.838848054,0.001437446,8.798756207,38.16997024,1.845656395,-0.858134389,0.000612336
7990-12703,1-231891,10.03868463,38.49710781,1.465005398,3.13146019,0.023683757,9.745235895,38.02669864,1.606371164,1.675419092,0.004424343,9.503320406,37.68804013,1.699133158,0.546527624,0.00141382
7990-12701,1-300695,10.2703443,39.33116628,1.952303171,-1.61409843,0.010002619,9.966048919,39.09202691,1.937729001,-1.604238987,0.00647981,9.677949736,38.80732263,1.941377401,-1.584781766,0.003666615
7990-6104,1-300968,10.37918439,39.40790518,1.834441066,-0.362898916,0.034623026,10.06722832,39.11125347,1.933044195,-1.903345942,0.013162562,9.703548551,38.7573169,1.954843402,-2.175988436,0.005062438
