plateifu,mangaid,stellarmass_1re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
7815-6104,1-115376,9.759131826,39.85355404,1.436915159,4.290781021,0.727109777,9.369522348,39.45653073,1.407535195,4.01359129,0.339904572,9.003497965,39.06136478,1.410825849,3.829984665,0.151846169
7815-9102,1-115377,10.81197,39.81969618,1.905405402,-0.634184539,0.217110852,10.56799354,39.54969709,1.759782791,-0.29858017,0.160563224,10.30797433,39.26640654,1.755841136,-0.074882694,0.089854545
7815-6102,1-115345,10.70722906,40.70872392,1.906600237,-0.61700213,0.92099852,10.39204378,40.37401304,1.948801637,-0.981359124,0.353750182,10.12902491,40.10432208,1.962368965,-0.987740219,0.171113774
7815-12703,1-115353,9.929924703,40.26008323,1.399766088,4.215703487,1.767486724,9.562230993,39.72311371,1.429749489,3.589215279,0.545684312,9.221053853,39.34561676,1.439908981,3.42553544,0.262792216
7815-6103,1-115341,11.326422,40.73178234,1.800987244,-0.108250886,0.140742325,11.14557467,40.52438875,1.845004559,-0.670803785,0.067984085,10.98692165,40.37976343,1.914652705,-1.300472856,0.050253062
7815-12702,1-562804,11.42191401,39.36050718,1.942287803,-0.965913832,0.054329684,11.1797134,39.20999555,1.917298317,-1.173145294,0.042270369,10.92527146,39.0634517,1.924843788,-1.050842047,0.029823492
7815-1902,1-636068,10.53396373,39.02180679,1.713772774,0.417043209,0.012246204,10.27706124,38.74062806,1.855783105,-1.26410687,0.002696167,10.02411432,38.51224636,1.893243074,-1.524986029,0.001604331
7815-6101,1-115357,10.02486563,38.85752822,1.44349122,4.949551582,0.06358835,9.625633724,38.3729175,1.448660493,4.785953045,0.025849456,9.288276401,37.98501892,1.464416385,4.531331539,0.011229041
7815-9101,1-115358,10.08322777,39.67575755,1.331367731,5.152398109,0.351316557,9.650968298,39.07777362,1.380490303,4.269779682,0.096191793,9.348603024,38.69854424,1.395715952,3.748463392,0.039858716
7815-12701,1-562167,9.833537307,39.05716673,1.352941155,4.813500404,0.065687775,9.470970917,38.49388053,1.365959644,4.175850868,0.023209557,9.153957727,38.07430603,1.366156101,4.124574661,0.010210557
7991-1902,1-115418,10.11092186,39.07563645,1.642503023,1.797726154,0.035578052,9.769554573,38.72151299,1.663772941,1.281010032,0.016711221,9.430885959,38.40611791,1.684849858,1.291525841,0.007934459
7991-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-9101,1-33505,10.96712123,39.564782,1.552387595,1.620054007,0.113932435,10.66745362,39.30162044,1.69076252,-0.052642271,0.049385581,10.4442442,39.07995711,1.762290597,-0.496447474,0.03078894
7991-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-12703,1-33510,9.369026499,40.12237316,1.316444635,5.338101864,0.271845246,8.87697217,39.5175874,1.325310826,5.248004436,0.080137447,8.46749949,39.07012789,1.329513431,5.278365135,0.029848799
7991-1901,1-33302,8.9356445,39.20133065,1.701171279,0.293322504,0.002438745,8.614549418,38.62722117,1.703820467,0.015007659,0.001390619,8.259550071,38.02230352,1.716585398,0.043477178,0.000504682
7991-12701,1-33758,9.946236373,39.45668568,1.837512255,-0.418277234,0.011507679,9.67991685,39.13139904,1.802321315,-0.256346375,0.006485292,9.414004627,38.81496136,1.822971702,0.09293142,0.003623482
7991-6103,1-33775,10.80566794,39.92676765,1.311068296,4.803143978,0.51497221,10.54519139,39.54833196,1.350153089,3.685090303,0.166575466,10.34426174,39.3906264,1.328812361,3.643396854,0.114053583
7991-6101,1-108080,11.1448878,39.08414833,2.008423328,-2.163418293,0.005801691,10.87708624,38.76812313,2.010797262,-2.365850925,0.00357054,10.57772405,38.48996406,2.022452354,-2.40796876,0.002014096
7977-1902,1-33389,9.731282513,40.45600478,1.411610723,5.329403877,0.063526847,9.225281753,40.05201048,1.407328367,5.881794453,0.024422681,8.813895464,39.66836342,1.407328367,5.860889912,0.009966038
7977-3702,1-33777,10.47688016,38.79799884,1.963612676,-2.112795591,0.000735716,10.08420715,38.41567871,2.019134045,-2.103910923,0.00017115,9.797585238,38.11469547,2.029406071,-2.003513813,0.000103611
7977-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-3703,1-33810,9.999705679,38.29074133,1.883469462,-1.409350872,0.000828946,9.619186155,37.56850369,1.888774037,-1.683372617,0.000266081,9.314462477,37.00531829,1.889997482,-1.683372617,0.000119098
7977-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12703,1-42285,9.622759531,39.39599964,1.896738648,-1.190267801,0.006784489,9.231639388,39.02726452,1.920769691,-1.467260361,0.001531786,8.862953326,38.68977714,1.918483019,-1.654575706,0.000581525
7977-12705,1-580933,9.419384228,nan,1.361465096,4.954647541,0.149181191,9.039810943,39.16079658,1.374791503,4.670893192,0.057462231,8.660239006,38.65786258,1.38608551,4.717047691,0.01982868
7977-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12701,1-42669,9.312498724,40.53978743,1.356874943,4.298460007,0.656612464,8.947363797,40.11859107,1.402080536,3.87256217,0.284648381,8.584136507,39.69234504,1.407074213,3.474718571,0.124990875
7977-6102,1-42308,8.933034767,38.9250862,1.689974904,-0.267374873,0.004493417,8.583909254,38.3553401,1.692256093,-0.109327503,0.001111764,8.232026651,37.66703577,1.692256093,0.205187216,0.000390454
7979-1902,1-42705,9.021415491,38.36351666,1.635571122,-0.278526843,0.00345517,8.583800097,38.07626028,1.73372221,-1.176049471,0.000653421,8.228616012,37.88779228,1.839455128,-1.80888629,0.000171517
7979-3704,1-42689,9.823819209,38.70253796,1.919778824,-0.885599971,0.001845693,9.529455652,38.28441265,1.917477131,-1.452035427,0.000589265,9.236038627,37.82228039,1.920869946,-1.740107656,0.00018641
7979-3702,1-42311,11.25534417,nan,2.008266211,0.336942136,nan,11.14799411,38.99391304,1.97009325,-0.759904921,0.002631147,11.01218356,38.89912352,1.976895332,-1.399401903,0.001386738
7979-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-6102,1-580927,10.1819857,nan,1.547642112,3.636029482,nan,9.86431184,39.15323248,1.588232756,2.896502733,0.117003406,9.542871904,38.72913134,1.612264633,2.448296785,0.045971395
7979-3703,1-42717,9.221088204,39.61424219,1.587930918,1.958132982,0.103004621,8.93668895,39.45602696,1.540279508,2.208781004,0.08507659,8.629453686,39.2122458,1.513847709,2.563954592,0.052916333
7979-9101,1-558599,9.46104225,39.87363923,1.475368023,3.207628965,0.469303163,9.079778329,39.61058281,1.400059581,3.649716377,0.307979379,8.721520096,39.27501027,1.381109357,3.619398832,0.148413879
7979-9102,1-42718,9.002937238,39.64155424,1.603047967,2.529287815,0.03742387,8.647481599,39.27871342,1.554183722,2.585625648,0.027977934,8.281925712,38.94466949,1.54033196,2.947505474,0.016581569
7979-12702,1-42313,9.471501382,39.50699756,1.411045909,5.052898884,0.093561978,8.992454196,38.94324885,1.38084662,4.792325497,0.030238832,8.601191683,38.58292947,1.379589915,5.261227131,0.012950999
7979-6104,1-118034,10.97222749,39.36088005,1.891290188,-1.623572826,0.012223495,10.73126124,39.09056014,1.944084048,-2.162348509,0.006241261,10.48490342,38.83768728,1.973031402,-2.357643366,0.003414284
7979-12703,1-117856,10.97489836,39.09405418,1.327837229,4.952928066,0.124033936,10.62163906,38.62903677,1.377770543,4.57419157,0.042033064,10.3229021,38.29796855,1.399264932,4.486447334,0.020243489
7979-12704,1-117763,11.40273828,39.13060221,2.032876015,-1.824626327,0.017481383,11.07914697,38.86158921,2.144089699,-2.641140938,0.006897761,10.69248948,38.47879997,2.17833662,-2.940906763,0.002893319
7979-6101,1-117697,10.84247401,40.25771247,1.359621882,3.897705078,1.168915454,10.52034327,39.8024349,1.585503697,0.994053483,0.218496099,10.26029932,39.52462867,1.710400462,-0.077269137,0.062773776
7979-12701,1-117799,11.07974407,38.95444779,1.941619515,-1.590962052,0.001527676,10.74227242,38.5497417,1.978018403,-1.718640804,0.000742731,10.37049862,38.177475,1.990588188,-1.768076658,0.000310594
7979-12705,1-117313,9.500314477,39.53363422,1.263936162,5.371598721,0.062121086,8.950155298,38.88164018,1.269435287,5.293230057,0.015656445,8.461842283,38.32910926,1.280224085,5.321388721,0.00454889
7979-1901,1-117666,10.51734545,40.6498046,1.677530766,0.954576433,1.522200539,10.21836271,40.3267797,1.729562759,0.3651115,0.695182487,9.917380449,40.01046167,1.746645093,0.155209124,0.307591129
7979-6103,1-117610,9.865071152,38.39897974,1.530916572,2.998963356,0.01250068,9.440471547,37.95792437,1.552327037,1.702770829,0.00249986,9.089485133,37.54277733,1.560321927,1.118087769,0.000812898
7975-1902,1-117663,9.884163103,40.34920681,1.159659147,6.273706436,0.181171933,9.46736973,39.84588319,1.160052776,6.04300642,0.065181919,9.16819953,39.52582977,1.16399014,5.976998329,0.032443857
7975-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-3704,1-117725,11.07065117,40.07827193,1.66279006,2.354216099,0.431746158,10.77355316,39.75626663,1.9168396,0.565842748,0.074880022,10.48858881,39.42806427,1.990895987,-0.149721891,0.026652275
7975-3702,1-117781,9.937741118,40.16336678,1.2755301,4.961135864,1.1457682,9.514618644,39.7216691,1.285006881,4.812977314,0.432786368,9.179417955,39.35864293,1.285006881,4.802143097,0.189586142
7975-3701,1-117559,10.65496128,39.90983471,1.528630853,2.620492458,0.180737511,10.31152925,39.65822388,1.579052448,2.30377984,0.080534152,9.981308216,39.36809416,1.588635683,2.232511997,0.038773424
7975-9102,1-117543,11.06812414,39.51641025,1.758628607,0.51161921,0.05147753,10.82948589,39.29130131,1.939077258,-1.500802994,0.016449063,10.61197049,39.09599239,1.958878875,-1.849996448,0.00944143
7975-9101,1-117635,11.04680345,40.42899893,1.684469461,0.838187277,0.693601969,10.76040856,40.13327606,1.713684797,0.725241244,0.441327392,10.42801866,39.79906537,1.725442648,0.74980545,0.226852649
7975-6104,1-117768,9.048968647,39.34646216,1.721532106,0.179889381,0.012951197,8.66088319,38.78291486,1.729486227,0.101089105,0.004152949,8.156746693,37.97675487,1.726227999,0.297450513,0.001351622
7975-12704,1-117694,9.283534725,39.13972955,1.597099304,1.861491323,0.003340852,8.745614336,38.40682632,1.604119301,2.171995163,0.000580798,8.506755062,38.02443275,1.602748752,2.171995163,0.000241342
7975-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-1901,1-120677,10.6558415,38.87622658,2.027376652,-2.972436666,0.003282567,10.25196957,38.51999049,2.050255537,-2.94012022,0.001331886,9.644157266,37.93440531,2.045036793,-2.88639617,0.000477596
7990-6101,1-120918,11.10520273,38.96639644,2.021317959,-1.861291051,0.005621518,10.80682352,38.71754826,2.035759926,-2.373077869,0.003314969,10.52239888,38.48430079,2.059246063,-2.314266443,0.00202743
7990-6103,1-39063,11.13229467,39.23894832,1.583824158,2.720501423,0.063217375,11.08227139,39.14905303,1.581389308,2.74689889,0.050571781,10.9488159,38.90873428,1.611834407,2.372321844,0.02869666
7990-9101,1-39078,11.61950643,38.88469674,1.82544744,-1.457026601,0.002408926,11.33605185,38.54496228,1.89542675,-1.762099981,0.000945552,11.10956289,38.45413546,1.998843431,-2.101216316,0.000657721
7990-9102,1-39085,11.33223447,39.38834761,1.905354857,-0.176308349,0.031303597,11.1129696,39.13734234,1.940164566,-0.278686881,0.014999277,10.88852391,38.90355129,1.963639736,-0.580056667,0.007690703
7990-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-12705,1-39056,11.60304709,38.89702451,1.958487749,-1.808890104,0.003026076,11.33829182,38.72025176,1.989482403,-1.929222703,0.001985057,11.03496307,38.39810157,1.997408032,-1.939496517,0.000784641
7990-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-12703,1-38985,9.574874963,38.57998248,1.264558434,5.774002075,0.01116653,9.178471764,38.1412093,1.268344641,5.462893486,0.004522845,8.794023456,37.74153556,1.271499515,5.295991898,0.001851387
7990-12701,1-39090,11.1592768,38.90013026,1.95039022,-1.247705221,0.004463837,10.94413064,38.62283383,1.983811855,-1.956815481,0.002901468,10.65985885,38.33725441,2.000279665,-2.371595621,0.001524948
7990-6104,1-120743,9.376486834,40.45114548,1.292997241,5.772768497,0.257940575,8.992096329,39.78194663,1.307570934,4.975969791,0.093247871,8.678707918,39.4849961,1.304954886,4.790452003,0.049066164
8082-6103,1-120920,9.165272927,38.96018438,1.246321678,6.423828602,0.029323541,8.660718086,38.48238334,1.242584825,6.447566509,0.009881808,7.918055534,37.80796036,1.245230556,6.454503059,0.002113805
8082-1902,1-39107,9.356892903,40.04799339,1.297128797,5.019005775,0.208488993,8.983355623,39.36224572,1.358397126,3.976506233,0.050597755,8.635985653,38.86556611,1.37785542,3.276258707,0.018683143
8082-6102,1-120728,9.501646819,39.91503678,1.323706031,5.120706558,0.160003652,9.116041339,39.2036935,1.372126579,4.837075233,0.043577716,8.752205112,38.85681238,1.376380682,4.829875946,0.021254977
8082-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-3702,1-120872,10.69408303,39.87131097,1.356330276,4.069043636,0.17111678,10.36239979,39.61404577,1.372951865,3.772322178,0.073963575,9.893364936,39.17643252,1.383666158,3.58629179,0.024519382
8082-9102,1-120697,9.375245648,40.97803815,1.213272572,6.3885746,0.844177129,8.966436517,40.6413258,1.206611395,6.287174225,0.375731656,8.554501945,40.28097779,1.202996254,6.142738342,0.16013786
8082-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-6104,1-41541,10.75503101,40.5498075,1.176427245,5.454889297,2.941910624,10.30877433,40.08285953,1.211231709,5.012943745,0.760981824,9.954024813,39.74977198,1.221602678,4.921479702,0.318821447
8082-1901,1-42381,10.40186757,39.05189977,1.963412166,-2.048053026,0.009261394,10.05048013,38.69694104,2.007519245,-2.275023222,0.00445122,9.784656842,38.40762672,2.014433384,-2.343636513,0.002483925
8082-3704,1-41700,10.08729983,39.00370096,1.749853611,-0.189848289,0.006928035,9.793417656,38.69693349,1.792176008,-0.481304556,0.003323968,9.460088045,38.38134207,1.813617468,-0.484403491,0.001501515
8082-3701,1-41506,11.52959608,39.08720072,2.028530359,-1.713693738,0.003596727,11.32936069,39.00237887,2.034570217,-2.1174891,0.003249963,11.11779099,38.80278691,2.039467573,-2.35958457,0.002836397
8131-1901,1-42340,10.03586119,40.09614274,1.295601606,4.657164574,0.699861621,9.666476796,39.45961195,1.380116224,3.532116652,0.165521057,9.277252716,39.02005452,1.433912396,2.810473204,0.046912018
8131-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8131-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8131-9102,1-42390,11.23430468,39.51686394,1.984810114,-1.839243531,0.009431985,10.81630863,39.19831776,1.990751147,-1.993788004,0.004234672,10.45261812,38.89700438,1.990411162,-2.097953081,0.00230652
8131-12701,1-42455,9.863088453,40.29436075,1.305595398,5.497961044,0.268152764,9.392431411,39.27194747,1.331565022,5.390008926,0.041158029,8.990976701,38.68569432,1.322368979,5.291156292,0.011819246
8131-6104,1-41678,9.843094999,39.637642,1.877159119,-0.706296504,0.017369333,9.422301649,39.30437794,1.888315558,-1.163464904,0.005261972,9.092332258,38.98354388,1.885690212,-1.287838936,0.002119936
8131-3703,1-42468,11.05732248,40.73927079,1.988302231,-1.951964617,0.179841441,10.82603879,40.47482047,2.009222746,-2.204570055,0.128654335,10.58995355,40.1455831,2.031564236,-2.29068017,0.077310494
8131-12702,1-41704,9.272736082,39.7572314,1.443120956,3.931982517,0.209609312,8.772628366,39.34894321,1.401107311,3.976652861,0.084949585,8.225336949,38.82846245,1.388422251,3.976652861,0.026724847
8131-6102,1-41561,10.00342959,40.05426729,1.277349472,5.850482464,0.316719638,9.610803553,39.41214005,1.307239771,5.092757702,0.11339048,9.242174725,38.98157034,1.30339098,4.573871136,0.048110196
8131-6103,1-558603,10.01256427,40.72796214,1.382037878,3.41176033,5.390614141,9.666264791,40.27132768,1.483974457,2.191236973,1.785049967,9.28525396,39.8551251,1.512424946,1.988552213,0.666898269
