plateifu,mangaid,stellarmass_1re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
7495-12704,1-109284,10.81422175,39.11410774,1.479788423,2.716526031,0.094792718,10.40131703,38.67033938,1.599771976,1.357791066,0.024263196,10.01488879,38.25058276,1.648965359,1.041075587,0.008206941
7495-12702,1-603996,11.17661221,39.8092372,1.970659375,-2.168106556,0.04542187,10.95071188,39.56099609,1.916069269,-2.026023626,0.036547935,10.67294084,39.26243036,1.878804207,-1.609019518,0.020831296
7495-12703,1-38075,10.65101587,38.90751723,1.868810177,-0.820750117,0.015179269,10.2832845,38.48771697,1.899200559,-1.871561646,0.004270679,9.939218292,38.13268273,1.905650735,-1.989641547,0.001609738
7815-1901,1-37744,9.281068609,38.75226898,1.255589843,6.051055431,0.017799518,8.786840637,38.27763809,1.268409967,6.095343113,0.005886063,8.420990251,37.89052347,1.272505999,6.095343113,0.002410353
7815-3703,1-604022,10.76433736,41.2573559,1.311781526,4.302352905,12.32969854,10.51501763,40.79757064,1.622729182,1.698366523,1.414600478,10.30959953,40.59240457,1.724393845,1.068709731,0.612040584
7815-3704,1-38041,9.989705525,40.90161551,1.497864604,4.79224205,1.963893439,9.709248843,40.7395415,1.423849106,5.748968601,1.398548602,9.327814663,40.4217918,1.400193453,5.801979542,0.670448249
7815-3702,1-38067,9.545225573,40.62911254,1.194773555,6.335263729,0.452108249,9.082581446,40.279173,1.176130295,6.218927383,0.199033027,8.691764379,39.96297318,1.141373038,6.117465496,0.094337561
7815-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7815-3701,1-37695,10.03551734,41.15566042,1.350567102,4.72196579,5.227568048,9.671791744,40.3413038,1.414040089,3.61416316,1.040792892,9.386042415,39.92330964,1.478294849,2.719113588,0.322106025
7815-12705,1-37640,10.45825279,39.82473592,1.313330531,4.946608067,0.366929385,10.10494231,39.06918511,1.379050255,3.520276546,0.10019221,9.801471022,38.74865105,1.392908812,2.844591856,0.052097884
7815-6104,1-37922,9.750165182,39.18794522,1.92981708,-1.71580863,0.003794943,9.130786747,38.52899406,1.946200013,-1.770858526,0.00031593,8.643996239,37.98723804,1.946200013,-1.857258558,0
7815-9102,1-37974,9.885516231,41.15787029,1.166154504,6.982129097,1.446439399,9.40893418,40.63805675,1.178027034,7.00742054,0.472316363,9.088495624,40.3076153,1.183826566,7.027721882,0.226038812
7815-6102,1-109244,10.86512149,41.21595475,1.538896918,2.420272827,4.660011054,10.65391413,40.87779455,1.55408299,2.478146553,2.198476665,10.43811502,40.52073296,1.636466026,2.256434917,0.894239688
7815-12703,1-38029,10.67927979,40.45703366,1.37394464,3.416002035,1.861526576,10.41626712,40.09765916,1.555489182,1.401639104,0.494327677,10.15033617,39.84268915,1.678835273,0.36734131,0.169770424
7815-6103,1-38062,9.977444682,40.98787374,1.486230135,5.281038761,1.006729743,9.665355049,40.77851076,1.45656395,6.113849163,0.547442842,9.367440274,40.52552125,1.45209825,6.191099644,0.292550977
7815-12702,1-109250,9.302946135,40.07552213,1.153108001,6.524582863,0.119859145,8.861946197,39.61073933,1.143782377,6.636431694,0.041029723,8.25006243,39.07154732,1.143782377,6.671517372,0.011672248
7815-1902,1-152666,10.35365563,39.11316584,1.642274141,0.842792988,0.035253633,10.10168707,38.84209652,1.84376657,-0.578600049,0.007141463,9.850073624,38.61659097,1.909016728,-0.948845804,0.003121257
7815-6101,1-120941,9.760113839,38.93720674,1.462037683,3.016724825,0.053282069,9.398488955,38.44756616,1.545138478,2.301929951,0.017007396,9.040232554,38.04213552,1.562883139,2.122205973,0.006735386
7815-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7815-12701,1-121075,10.91887356,38.93711756,1.416742086,3.310155392,0.039915631,10.54491566,38.59634024,1.414744973,3.302855253,0.017292064,10.21451785,38.29463596,1.414074659,3.380845547,0.008369993
7991-1902,1-152389,9.844499503,39.4288712,1.436384559,4.064053535,0.110511731,9.447609841,38.6946858,1.51776886,2.992407799,0.02691,9.121654864,38.25317889,1.548919201,2.477373123,0.010174154
7991-3701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-3702,1-120955,10.35701578,39.38476349,1.308967948,5.159152508,0.121615164,9.953085982,38.70272765,1.364431858,4.51518631,0.035908386,9.573415493,38.21574706,1.393886447,3.877588272,0.012602264
7991-3704,1-152474,8.693882221,37.6472864,1.529370546,2.889595985,8.22E-05,8.227546549,37.13181084,1.541741371,2.9286654,4.05E-06,7.83714154,36.72697506,1.549349427,2.894004345,3.73E-06
7991-3703,1-152563,9.112888324,40.42348036,1.250767827,6.041927338,0.242221422,8.629921656,39.87555521,1.261080861,5.759510517,0.072366913,8.222234132,39.45866702,1.269343257,5.669003963,0.028258464
7991-6104,1-152384,10.323775,38.61545426,1.59247613,2.194313288,0.021011558,9.833718038,38.13124708,1.617459297,1.863177896,0.006477388,9.441930351,37.72967817,1.62115407,1.833019614,0.002546878
7991-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-9102,1-556549,10.70488229,41.43336239,1.484553218,3.601416588,15.13421052,10.33600429,40.93062509,1.572622061,2.533471584,5.134029719,9.990965929,40.60420544,1.608229399,2.274965763,1.914626079
7991-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-12702,1-152527,10.1490882,40.10182946,1.286692381,5.854804993,1.227520613,9.754635408,39.46338733,1.334246039,5.146250248,0.300788401,9.406411411,39.04186773,1.369490862,4.654857159,0.113444039
7991-12705,1-121023,10.80186247,40.24423652,1.848582029,-1.317780256,0.163976687,10.50712239,39.96571018,1.967008114,-1.998841166,0.066217552,10.14362298,39.61149893,1.981980443,-2.091574669,0.028525845
7991-12704,1-152675,10.62471185,39.44936144,1.362254024,3.557992935,0.19869692,10.35309757,39.10973937,1.544069052,1.804475546,0.053016259,10.08001996,38.82341065,1.639025807,1.17647779,0.02032342
7991-12703,1-152524,10.97572017,39.13009105,1.545200109,2.097701788,0.071978174,10.72027758,38.77122653,1.75151217,0.596424282,0.017566958,10.44944834,38.48892159,1.816828489,-0.121380031,0.006204343
7991-1901,1-36698,10.42696483,39.78655548,1.881716371,-1.614553452,0.032504427,10.03977945,39.35953995,1.917645097,-1.719388127,0.014242188,9.450408027,38.77735205,1.944168925,-1.779288888,0.003487148
7991-12701,1-36847,10.36021382,39.23002785,1.863581896,-0.820442796,0.004875749,10.01822242,38.89224309,1.922811747,-1.717700243,0.002066394,9.658686427,38.48984572,1.926156044,-1.744415402,0.000792325
7991-6103,1-36843,9.770201518,39.44485808,1.288013816,5.103290558,0.32697226,9.353294383,38.89985409,1.332640648,4.653923512,0.104164167,8.965657034,38.46181649,1.352433205,4.441058636,0.039131452
7991-6101,1-36705,9.638712149,40.50845197,1.152245402,5.968026638,0.317360672,9.361243541,39.95350818,1.182628632,5.755306244,0.10487638,9.09871729,39.57599045,1.211975455,5.636043072,0.045610657
7977-1902,1-36970,9.480116304,39.69916777,1.400796175,4.104767799,0.107596513,9.226987831,39.13665843,1.407306433,3.803146124,0.036438783,9.017955432,38.6803574,1.423480511,3.134968519,0.013831169
7977-3702,1-547926,9.993197709,39.90788504,1.280752778,5.643118382,0.329401317,9.604595504,39.13039365,1.367851138,4.535252094,0.07637642,9.264672282,38.64719848,1.390912533,4.029620171,0.026844795
7977-3704,1-36649,9.978815188,37.96490507,1.904580474,-1.413604617,0.000567334,9.518906174,37.52347988,1.921869516,-1.447102785,0.000112337,9.068869898,37.10637405,1.91737926,-1.488024116,0
7977-3701,1-603705,10.89557242,39.41737742,1.980424881,-2.136677504,0.006102813,10.61135633,38.97170834,2.035512924,-2.334359407,0.002619385,10.37101088,38.69631587,2.041702986,-2.344826221,0.001831665
7977-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-6103,1-36779,10.78985256,39.31749236,1.828953862,-0.934533119,0.016069155,10.4849808,38.99029781,1.883910775,-1.200845361,0.007014732,10.10620341,38.64901537,1.898191094,-1.270796657,0.002946696
7977-9101,1-36827,9.292684157,39.35591063,1.336558461,4.861291885,0.056582956,8.858004316,38.87176032,1.354181051,4.652261734,0.019644938,8.473719473,38.46573074,1.364215851,3.845189095,0.007820824
7977-9102,1-582516,11.06276772,40.14967092,1.878336787,-1.595656157,0.040959943,10.77553911,39.96596654,1.949397326,-1.895841837,0.023798773,10.50740452,39.69487961,1.957900763,-2.007569075,0.010539608
7977-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12704,1-36644,11.31671018,38.89616781,1.968713045,-1.750682712,0.002670109,10.99104839,38.71380328,1.998424768,-1.932076573,0.001235754,10.54273605,38.33633481,2.009607077,-1.806203723,0.000383353
7977-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-6104,1-36703,9.671528677,40.23152482,1.31126833,5.14270401,0.412645876,9.315386468,39.63221254,1.330201507,4.644455433,0.140876524,8.9171276,39.11123417,1.332544088,4.75851965,0.051117506
7977-12703,1-36381,11.09471983,40.19361508,1.939026356,-1.499800563,0.062107274,10.83621275,39.98229098,1.990966797,-1.680346012,0.030739744,10.51895321,39.66692812,2.000424147,-1.716336966,0.011516109
7977-12705,1-32056,9.051540349,40.22123173,1.241865873,5.9000597,0.124459888,8.556739987,39.63091766,1.289936662,5.823990345,0.034561078,8.198242048,39.14236008,1.301275492,5.918754578,0.01248358
7977-6101,1-31996,11.13000859,40.30934884,1.43954134,3.038911819,1.052246154,10.92288941,40.01564375,1.752281427,-0.08855892,0.158212471,10.73470514,39.83252967,1.910924673,-1.531617165,0.053316301
7977-12701,1-107761,9.679007503,40.54330173,1.253559947,5.132077694,1.113789338,9.156758118,40.12116828,1.231554151,5.418243885,0.41466034,8.807411815,39.77465071,1.228872418,5.483016491,0.18538465
7977-6102,1-32058,9.153280171,40.79693507,1.26293087,5.687274456,0.618576318,8.816876371,40.49787115,1.255445123,6.585311413,0.296940105,8.464374314,40.25549645,1.245047808,6.680114269,0.162211072
7979-1902,1-32034,11.36416015,40.23218638,1.951176882,-1.734109759,0.090450334,11.10712379,39.99408599,2.005607843,-1.907309532,0.060766096,10.85576219,39.72942478,2.01691556,-1.920543075,0.034843471
7979-3704,1-31587,9.406393243,39.58200123,1.334757924,4.642727852,0.158025164,9.007822686,39.09655568,1.329997063,4.278508186,0.068687057,8.65099054,38.7539595,1.322181821,4.278508186,0.034499782
7979-3702,1-31626,10.01331448,nan,1.163667798,6.420392036,nan,9.655088092,39.22707452,1.172416449,6.244022846,0.066370635,9.300041802,38.85831731,1.177783847,6.191358566,0.031450238
7979-3701,1-32048,8.91045893,37.96496747,1.599456906,1.837769985,0.000530013,8.472608383,37.4864963,1.601321816,1.156511903,6.44E-05,7.99807018,37.00834778,1.601071954,1.03279531,3.86E-05
7979-6102,1-107659,9.588620127,39.37249224,1.22911799,5.341973782,0.094591919,9.181352801,39.01400914,1.191093564,5.40937376,0.041793716,8.896216687,38.68164276,1.179429054,5.437469959,0.019523153
7979-3703,1-31639,9.948856783,40.20606314,1.252461433,6.218466759,0.324788526,9.618876231,39.42314274,1.298876762,5.284494877,0.092881848,9.293523135,38.88676531,1.334143996,4.960539818,0.032634126
7979-9101,1-31776,10.19381903,39.95861246,1.336788654,4.104023457,0.63012783,9.805926552,39.3246262,1.442562819,2.539822817,0.154784362,9.496589523,38.91530918,1.471243262,2.195517778,0.062990978
7979-9102,1-31788,10.94128807,41.46028157,1.484035611,2.49865675,5.592071153,10.7127745,41.37921292,1.332655668,3.959597826,3.942540464,10.43539531,41.20518856,1.333106279,4.165261745,1.978959973
7979-12702,1-31801,10.06220372,38.96204402,1.976079226,-1.981104493,0.003879273,9.660580235,38.5314599,1.985825777,-2.136727333,0.001636122,9.335002792,38.17902604,1.985825777,-2.136727333,0.000796276
7979-6104,1-31580,10.80090725,39.16900996,1.627531528,1.509112477,0.024496518,10.65329189,38.99996933,1.715592384,0.456210494,0.015713398,10.40169028,38.78214684,1.758261681,0.06141413,0.009238679
7979-12703,1-32055,10.3106274,38.84521933,1.533655643,2.45421648,0.027168751,9.908737791,38.36542886,1.562724948,1.983861208,0.009418408,9.56182439,38.01377617,1.567234755,1.147264123,0.004120519
7979-12704,1-31759,9.612788334,39.67378809,1.221094966,5.654165268,0.059682527,9.127288829,39.11194751,1.289408922,4.883742332,0.019466881,8.719871012,38.64110275,1.303426504,4.731850147,0.007293409
7979-6101,1-32016,9.181192858,41.15645179,1.246205211,5.532932281,1.451794804,8.805017987,40.89461932,1.243385792,5.760253906,0.719623539,8.49838351,40.62259278,1.266721487,6.062808037,0.344586588
7979-12701,1-37245,11.21205191,39.41702379,1.579971433,1.446449995,0.052260533,10.97831959,39.1666253,1.802096367,-0.862222433,0.013873109,10.77828304,39.03207284,1.93100822,-1.547074914,0.007583682
7979-12705,1-37547,10.37569022,40.04788961,1.295358419,5.307992935,0.65076586,10.18125185,39.75342313,1.281213999,4.877648354,0.484641495,10.01361631,39.62565707,1.242858887,5.002477646,0.396323196
7979-1901,1-37477,10.49487869,40.74156816,1.900327325,-1.477194309,0.476082552,10.12665214,40.36776164,1.957936525,-1.613751531,0.203101621,9.739341013,40.00517778,1.973772764,-1.712055087,0.088230618
7979-6103,1-37491,9.9979988,39.23956393,1.265141487,4.76077652,0.098385283,9.63508028,38.61876997,1.321458578,3.85713625,0.03222182,9.335753695,38.27890199,1.344127536,3.556781054,0.016175609
7975-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-3703,1-37126,10.19096202,40.08707184,1.601920843,1.355834842,0.310237836,9.712324661,39.62609305,1.622861981,1.376475453,0.103450594,9.295746059,39.23837749,1.631782055,1.430131674,0.041523259
7975-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-3702,1-37167,9.918830318,41.13542854,1.201451182,6.028100491,4.902761561,9.52896197,40.73526885,1.195323229,5.847957134,2.125791226,9.159800725,40.36944519,1.194358587,5.794826031,0.944223225
7975-3701,1-37494,10.17853835,38.94452093,1.803889275,-0.690554678,0.00359619,9.682185485,38.39537779,1.81189096,-0.668164909,0.00093694,9.452488573,38.16357251,1.807676435,-0.668164909,0.000517378
7975-9102,1-603941,10.3669501,40.08388519,1.252956748,6.053584099,0.452521199,10.07061645,39.79716936,1.366676092,4.616902828,0.103296874,9.802782897,39.66227411,1.439173579,3.858560324,0.034579866
7975-9101,1-37122,11.12004215,39.98668381,1.960648775,-1.287171006,0.002526997,10.77643292,39.63579615,2.011056423,-1.486838222,0.000190733,10.36185943,39.20089175,2.027326584,-1.582052469,0.000187463
7975-6104,1-36867,9.960230072,40.35847412,1.245969534,5.673010826,0.984920649,9.505082422,39.62818345,1.273870945,5.735596657,0.259224728,9.019171727,39.08465392,1.304066777,5.804094315,0.082489047
7975-12704,1-603920,10.68943728,41.35443041,1.283605218,5.465957165,11.40317525,10.39749152,40.52150119,1.372106671,4.006604195,2.916375818,10.18579659,40.22829695,1.406933308,3.342465401,1.647301103
7975-6102,1-37155,10.9356932,39.84273469,1.829784513,-0.392576516,0.067785062,10.66386596,39.61854731,1.846258521,-0.402541012,0.040679533,10.36230138,39.37042268,1.862911344,-0.449190408,0.021820566
7975-12701,1-37546,9.692301429,41.12258511,1.212148786,5.843062878,1.068983971,9.258318812,40.49134461,1.261915684,5.595267296,0.32610581,8.806710896,39.93499112,1.279705882,5.387531757,0.097119373
7975-12702,1-109152,11.30006706,41.06796576,1.863642573,-0.974095583,0.771702478,11.02470225,40.7140984,1.907572389,-1.284217,0.241307257,10.81312583,40.47721367,1.945970058,-1.72634542,0.140343346
7975-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-12703,1-71953,11.2388191,39.80387627,1.873818874,-1.269233704,0.052045763,11.02043838,39.62345888,1.904286146,-1.700299025,0.038586797,10.79412949,39.46434945,1.931384444,-1.823996425,0.027606539
7975-12705,1-121803,10.03008105,38.46378856,1.754591823,-0.902868748,0.000521247,9.606756524,37.90604529,1.796169162,-1.124025941,0.000152822,9.075281482,37.28195473,1.812554598,-1.195947886,6.64E-05
7975-6103,1-548609,11.49282656,40.01754075,1.954940915,-1.395622969,0.024122246,11.19171963,39.77059306,1.994347572,-1.849183202,0.007855465,10.84299279,39.43364999,2.002221107,-2.005943298,0.000944711
7975-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-1902,1-122044,10.05744027,38.67068045,1.511843324,2.411237001,0.032061818,9.654276041,38.21459426,1.554724336,2.149058819,0.009355531,9.353138003,37.88487997,1.569597244,2.334730625,0.004167014
7990-6102,1-122067,9.142751639,39.53207962,1.373713017,4.730348587,0.051003889,8.855361756,39.13005292,1.379715681,3.880734444,0.020943886,8.486989245,38.74693996,1.382567406,4.237340927,0.0090268
7990-3701,1-122057,9.682301214,39.12094767,1.416962981,2.959405661,0.062136237,9.195173368,38.67718008,1.412962079,3.345724106,0.022938093,8.828461109,38.34976519,1.418589115,3.374408245,0.01073957
7990-3704,1-71790,9.634122575,38.36373735,1.514429569,2.113769531,0.013875089,9.227269426,38.01845274,1.488070011,2.26183939,0.006618792,8.853961588,37.66112201,1.481404781,2.407656193,0.002936207
7990-3703,1-71976,11.29401811,39.20645275,1.808139086,-1.315456033,0.007709205,11.08865138,39.11849456,1.693684816,-0.928938448,0.006842676,10.85675014,38.95319917,1.647534013,-0.775581241,0.005472835
7990-3702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-1901,1-548626,11.06197278,39.22241508,1.389547229,5.364053249,0.099733484,10.83073501,38.90938548,1.456663609,4.508766651,0.066540405,10.52136794,38.592456,1.487184882,3.932279587,0.036586641
7990-6101,1-121784,9.723978306,38.64051291,1.361367941,3.560310602,0.050661255,9.297138731,38.2131894,1.384068251,3.06852293,0.016518114,8.922922291,37.83545827,1.396083117,2.894354105,0.006540234
7990-6103,1-584664,9.583708557,40.74226299,1.251839876,5.87364912,0.528794015,9.213933846,40.25960428,1.276545405,5.845981598,0.193425377,8.80776706,39.80743097,1.284665942,5.895785332,0.071977856
7990-9101,1-548613,11.04783624,38.8517273,1.860951662,-0.657726288,0.020208082,10.73106136,38.51821791,1.773491383,-0.001086368,0.014455069,10.34305752,38.15359711,1.73334837,0.169799298,0.00715613
7990-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-12704,1-71763,9.790281682,38.98922603,1.295862794,4.682212353,0.069837539,9.336620745,38.60850806,1.277059317,5.00579071,0.033160399,8.91704122,38.20297437,1.273912787,5.123090744,0.013507565
7990-12705,1-71872,11.60660075,39.42433232,1.942843914,-1.758399487,nan,11.38392011,40.27805611,1.971941471,-1.983757377,0.07491698,11.19507352,40.20285394,1.979467034,-2.048247576,0.06811386
7990-12702,1-51799,9.370728973,39.06007728,1.337345123,5.020382404,0.028669439,8.93511382,38.60963918,1.375756502,5.219666004,0.010070704,8.34463984,38.06460008,1.387802124,5.429497719,0.002816626
7990-12703,1-51660,10.95379467,nan,1.918346047,-1.43233192,nan,10.71028301,nan,2.000154972,-2.089682341,nan,10.46299196,38.44545792,2.033948421,-2.427480459,0.002336935
7990-12701,1-51826,9.237266487,39.84032286,1.264803648,5.188846588,0.128330174,8.851214663,39.2140169,1.298353195,5.050261497,0.043276567,8.557537851,38.92125332,1.27761364,5.054702759,0.023492041
7990-6104,1-604172,10.36983965,40.34338553,1.306313634,5.133132458,1.152806764,10.13533413,39.86495957,1.322972178,4.228499889,0.543926732,9.94936591,39.73399621,1.187957168,4.127714634,0.461100028
8082-6103,1-51767,10.25956195,nan,1.418432713,3.906629562,0.31471172,9.976059578,39.28703403,1.48926425,3.102055788,0.115414689,9.723693517,38.98637652,1.523750424,2.359401464,0.052819818
8082-1902,1-51706,9.356281345,39.78824441,1.267473578,5.107802868,0.064625516,8.962971952,39.16348761,1.295932174,4.98049593,0.018258057,8.602479114,38.61674193,1.302433014,4.93259716,0.006504775
8082-6102,1-51813,10.33404844,39.9806913,1.284771442,5.4240098,0.434964217,9.910781201,39.14984466,1.34968257,3.931671381,0.103184694,9.609972014,38.75273724,1.401126027,3.448180676,0.044147652
8082-6101,1-583556,10.03773864,39.45368435,1.547405958,2.073891163,0.048033434,9.755954196,39.2073613,1.497205734,2.929822683,0.032287329,9.50831769,38.960168,1.495880365,3.209248304,0.019486532
