plateifu,mangaid,stellarmass_1re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
7495-3701,1-51727,9.409005237,40.00841148,1.420121908,4.291102886,0.599667103,8.983498086,39.62187151,1.395330191,4.56000042,0.258924949,8.560669855,39.17093084,1.393582463,4.46595335,0.090865634
7495-3702,1-51523,10.06949972,39.16690925,1.35854876,3.904735565,0.068206468,9.587497631,38.59150226,1.391579628,3.425661802,0.020397318,9.161687603,38.18386456,1.399285078,3.191016197,0.008126198
7495-3703,1-51737,9.880039759,38.05062231,1.803694844,-0.31418696,0.000568084,9.510230659,37.64607214,1.811978221,-0.714133322,0.000223518,9.11214808,37.26461243,1.823943496,-0.814458191,6.86E-05
7495-6102,1-51397,10.6298421,39.28658229,1.538846493,1.370645046,0.070765476,10.31272528,39.08328729,1.475305915,1.627928138,0.049073608,9.948743217,38.7836963,1.44860816,1.81099534,0.026205988
7495-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7495-6104,1-51610,9.066525689,38.83942899,1.44483161,3.111500263,0.014327915,8.610429188,38.56663934,1.423101783,3.528027773,0.007833353,8.186136388,38.16970347,1.405840039,3.196375847,0.003032407
7495-9102,1-51616,9.556523291,39.57962096,1.20121932,5.868059158,0.106342735,9.143451479,39.06515011,1.214206457,5.494243145,0.03600558,8.791073435,38.63132813,1.222309113,5.32539463,0.013873941
7495-6101,1-51348,9.899804288,38.76237406,1.405733585,3.532179117,0.04151122,9.427595268,38.22579462,1.407998919,3.273288727,0.013747754,9.053469314,37.83683794,1.409525514,2.526373148,0.005666124
7495-12701,1-51369,11.04889933,40.38667198,1.554222822,1.930190682,1.161237941,10.77459978,39.91011704,1.736651897,0.146336257,0.358017744,10.474892,39.59278081,1.781598687,-0.273503125,0.148183245
7495-12704,1-604111,10.71111456,nan,1.420980334,3.451384544,0.83802977,10.399438,39.59475707,1.659883022,0.398816049,0.194884825,10.1418404,39.32930122,1.723335862,-0.285195738,0.12986835
7495-12702,1-51623,8.920689215,37.75575991,1.647607327,1.063586593,0.000522403,8.518713121,37.3971122,1.633113742,0.259777874,0.000203295,8.104000478,37.12968266,1.620687962,0.15326792,7.94E-05
7495-12703,1-51621,9.647205789,39.78481417,1.471890092,2.133737326,0.054661446,9.339494575,39.40823118,1.524912357,1.040041804,0.018201618,8.952207929,39.02640043,1.53502214,0.905669868,0.007279208
7815-1901,1-51612,9.615420303,38.95015784,1.248481393,5.185214996,0.02039319,9.185349957,38.32781795,1.284980297,4.358329773,0.00618341,8.797410495,37.80703662,1.32542038,3.929334402,0.002069392
7815-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7815-3704,1-51378,10.44614274,40.78432955,1.297502756,4.826276302,4.984075608,10.14290757,40.39452003,1.291231036,4.395811558,2.38771293,9.885071796,40.18593833,1.238853574,4.244415283,1.568364703
7815-3702,1-51539,11.35496655,38.87229562,1.96304822,-1.579983592,0.003806244,11.02512119,38.55939052,1.999742746,-2.038764954,0.00133432,10.7054593,38.25446301,2.011101007,-2.229620457,0.000428362
7815-12704,1-51755,9.322711894,40.85543265,1.257248521,6.21967411,0.673854118,8.944747399,40.53653575,1.25696075,6.185789585,0.324274409,8.573140796,40.19510688,1.262530923,6.157280445,0.149537637
7815-3701,1-42192,9.201918457,40.14769971,1.466896534,5.334519386,0.22994883,8.656566765,40.01913812,1.356433988,5.868809223,0.178128126,8.340836199,39.84775415,1.320177317,6.051255703,0.115010303
7815-12705,1-42030,10.22855005,39.00548207,1.437355757,3.042322397,0.045333279,9.823438568,38.51639763,1.48176384,2.465351582,0.014692522,9.499390009,38.18324226,1.499969721,2.120897293,0.006702141
7815-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7815-9102,1-42141,11.24354584,nan,2.111987114,-1.357513905,nan,11.13209319,40.50224224,2.104876041,-1.571042418,0.236959226,10.95292219,40.32038675,2.113055229,-1.89890933,0.187202972
7815-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7815-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7815-6103,1-42193,9.000515741,39.96950205,1.409912348,3.544374228,0.329233526,8.609528186,39.50156057,1.398562431,2.957499743,0.136139119,8.141834118,39.00681429,1.399679899,2.682894707,0.047203191
7815-12702,1-42177,10.46099744,39.84126033,1.330885172,4.282919884,0.719303895,10.2605107,39.60701557,1.226409554,4.430194855,0.513080065,9.96839672,39.32938442,1.205173016,4.57704258,0.29043055
7815-1902,1-42227,10.77498182,39.07376051,1.891462326,-1.042746067,0.013673991,10.56805913,38.78072832,1.82427156,-0.408801258,0.01018508,10.32046884,38.50733727,1.795548797,-0.088536024,0.005980637
7815-6101,1-42238,10.9344107,38.53537472,2.042160988,-1.996513486,0.000323156,10.58657006,38.20973017,2.066059351,-2.237337589,2.43E-05,10.13702336,37.79312321,2.077355623,-2.36002636,2.43E-06
7815-9101,1-42247,9.599474395,39.57343029,1.362930536,4.365363121,0.123042051,9.123569132,39.12919546,1.342829704,4.585457325,0.045106779,8.576660932,38.60662522,1.331944585,4.672641277,0.013595576
7815-12701,1-42199,10.26309799,39.07953325,1.485123277,2.826836348,0.062352314,9.973856017,38.79518769,1.55986762,1.796346664,0.039108322,9.765679164,38.64811047,1.514000893,2.171576977,0.035186752
7991-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-3701,1-42195,10.65015829,40.50832271,1.912965298,-1.620503306,0.281794545,10.37721878,40.26657755,1.97333765,-1.833934546,0.168391068,10.06255994,39.95610247,2.003391981,-1.967868447,0.085411427
7991-3702,1-41746,10.71353636,nan,1.429543138,2.570201874,nan,10.39599399,nan,1.591361523,0.801918387,nan,10.08533924,38.34947072,1.65246594,0.208722055,0.00486002
7991-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-3703,1-603212,10.17025585,39.56681067,1.352371693,4.345707893,0.239529832,9.983801652,39.17634108,1.392798543,3.827538013,0.129725362,9.70684969,38.76946611,1.440223932,3.242728233,0.047895818
7991-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-6102,1-584701,10.58247853,nan,1.696486592,1.159736395,nan,10.36993618,39.51048586,1.642620206,2.213438988,0.037832731,10.16914994,39.31024257,1.621722579,2.999166489,0.023889974
7991-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-9101,1-145978,11.04527447,39.24043624,1.702212691,1.938950658,0.057273652,10.77641444,39.00564862,1.711322427,1.286767721,0.035786201,10.45777067,38.70621488,1.715193391,1.183867574,0.019178818
7991-12702,1-146104,10.03323011,39.6262172,1.521471024,2.737314939,0.240690997,9.74979405,39.34897772,1.522687912,2.608385324,0.125748387,9.377235294,38.99864051,1.524222374,2.70753336,0.054240569
7991-12705,1-201470,10.58389319,40.01508179,1.836501241,-1.219954252,0.208402684,10.29421552,39.69185302,1.828804493,-0.670411289,0.134876281,9.975616488,39.36146765,1.82755661,-0.227811813,0.069445523
7991-12704,1-145988,9.127481507,39.80860211,1.250464678,5.312558651,0.10858734,8.72210469,39.29857576,1.279477119,4.994528294,0.035618154,8.379133602,38.96240745,1.294666648,4.963037014,0.016923361
7991-12703,1-164064,11.23700482,39.36779789,1.921210051,-0.723706365,0.013523811,11.08552115,39.2262563,1.997386575,-1.578309774,0.009043077,10.88038727,39.02096962,2.040128946,-2.236987591,0.005541137
7991-1901,1-145823,11.27507461,40.5184462,1.90581274,-0.481123805,0.04163382,11.0535612,40.32521491,1.96280992,-1.203415275,0.024246177,10.83389031,40.11837482,1.986823559,-1.421703935,0.010354578
7991-12701,1-145806,9.950593871,40.32329862,1.216875315,6.697403908,0.600695999,9.553849487,39.83746526,1.216994166,6.22531414,0.25528426,9.253052807,39.51079238,1.213891506,6.144573212,0.13223878
7991-6103,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7991-6101,1-146016,10.83530875,39.27970487,1.815663815,-0.598683596,0.014071496,10.55856814,39.02507615,1.880040884,-1.144863009,0.008981787,10.09158511,38.58048014,1.9019835,-1.288212895,0.003247281
7977-1902,1-145802,9.686979726,40.1627335,1.282749534,6.125029564,0.350299202,9.445922867,39.47065175,1.362565398,4.95136261,0.104427983,9.160481843,38.94035825,1.412847042,4.403265953,0.034902964
7977-3702,1-201351,10.35984397,39.23363591,1.876951218,-0.869428754,0.006967561,10.07488101,38.96444601,1.942387581,-1.304667473,0.00305403,9.653688895,38.56408909,1.961787701,-1.388297796,0.000834868
7977-3704,1-145958,11.02898562,39.11055397,2.079952478,-2.386251688,0.011608657,10.70588204,38.83876569,2.082913399,-2.599505186,0.007523824,10.35866238,38.4863948,2.088805437,-2.791007996,0.003632445
7977-3701,1-201354,9.180044207,38.18876254,1.452635527,3.283677578,0.014674316,8.807049562,37.78667249,1.451454043,3.180538654,0.005785979,8.100643158,37.10282653,1.451454043,3.120439291,0.001173245
7977-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-6103,1-42708,9.141420934,37.9089802,1.700934052,0.472896785,0.000782114,8.736266432,37.68622386,1.717333436,-0.254501611,0.000155652,8.310575118,37.37105885,1.740390062,-0.524467766,2.23E-05
7977-9101,1-42274,9.707226029,38.6319758,1.766762018,-0.812916398,0.000325533,9.410752178,38.33575211,1.781761527,-0.852124214,0.000160463,9.076560679,38.12432599,1.80092895,-0.862796307,0.000124263
7977-9102,1-42463,10.02371147,39.14021848,1.689825058,1.122457266,0.002007538,9.593643421,38.67695189,1.698920965,1.242680669,0.00072198,9.374335426,38.44635924,1.700000048,1.242680669,0.000402467
7977-1901,1-42421,10.90983022,39.23500701,1.929813147,-1.723580241,0.009992535,10.61948222,38.996193,1.995353818,-2.16823101,0.0061445,10.36177887,38.75563236,2.015235662,-2.258362293,0.003888858
7977-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12702,1-42351,10.95256518,40.27591474,1.993485808,-1.75308156,0.024885778,10.6973472,40.07635719,2.006071091,-2.194415092,0.010600387,10.36110921,39.80421227,2.035826445,-2.144261837,0.008112661
7977-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7977-12703,1-42280,10.95599504,40.59358549,1.99388361,-1.193773985,0.348869337,10.66340606,40.26081055,2.002619743,-1.33820343,0.175370252,10.38239969,39.96565875,2.003460407,-1.443616033,0.093257873
7977-12705,1-42273,9.420413971,38.66786334,1.350819707,3.963084698,0.068273768,8.945077108,38.25692758,1.305004358,4.480974674,0.029703335,8.561359958,37.91467471,1.290493727,4.564883232,0.013899919
7977-6101,1-42801,8.898584896,40.96926997,1.2388587,5.592533588,1.693861489,8.404958182,40.40739657,1.240327477,5.488280296,0.501435709,8.01129398,39.98892253,1.240327477,5.77895546,0.194565342
7977-12701,1-558606,11.24901253,39.54243705,1.923405647,-1.764506459,0.015377598,10.9739167,39.32578645,2.003493547,-2.22566843,0.012628307,10.68135402,39.03776893,2.016810179,-2.386734486,0.007105705
7977-6102,1-558624,10.86295004,39.61373528,1.815767288,1.956722736,0.113965912,10.81951237,39.52276851,1.858032703,1.759599686,0.087584299,10.73102906,39.34241269,1.896501303,0.721911371,0.055846685
7979-1902,1-42688,10.10765828,39.64768321,1.693348408,0.237146005,0.071502518,9.63701307,39.09924658,1.753868341,-0.432984233,0.015539619,9.236441989,38.69051343,1.756630421,-0.446063399,0.005785141
7979-3704,1-42255,9.257880586,39.37558216,1.282951951,4.795984268,0.033216968,8.819351312,38.77258388,1.330489516,4.820227623,0.009218678,8.498375547,38.3905182,1.354914904,4.807032108,0.003959619
7979-3702,1-42763,10.92074728,38.95595329,2.009137392,-1.505315065,0.005544805,10.62676473,38.68903558,1.992801189,-1.660210609,0.003267409,10.30431061,38.37376561,1.982996702,-1.682673454,0.001617561
7979-3701,1-42548,10.83724693,38.87747748,1.899740696,-0.373094171,0.00591449,10.52447489,38.60013866,1.936801672,-0.794836104,0.002603475,10.22438232,38.31662572,1.944213748,-0.994341671,0.001254831
7979-6102,1-42329,10.89555569,38.90580003,1.830040693,0.174338207,0.011949166,10.57682603,38.56513461,1.914358497,-0.331977576,0.003591495,10.26678465,38.2219168,1.928031325,-0.445671529,0.00160309
7979-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-9102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-6104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-12704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-6101,1-556749,10.71019779,41.4770446,1.875621319,-0.915076137,2.314124106,10.51102763,41.37517465,1.93210578,-1.007224321,1.794621735,10.25420324,41.16123356,1.961470127,-1.021886587,1.09392132
7979-12701,1-217859,10.88231389,39.04813774,1.477142453,5.368395805,0.056030796,10.38661097,38.43067956,1.48848176,5.709003448,0.00594866,9.962153972,37.97423441,1.494324803,5.782637119,0.001454173
7979-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-1901,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7979-6103,1-217782,10.40287404,38.43620905,1.785259485,-0.409601301,0.000797892,10.00048366,38.11527077,1.807017803,-0.740218639,0.000175767,9.643290838,37.7631176,1.806935906,-0.81071192,0.000107221
7975-1902,1-217733,11.35933967,39.36043471,1.816588283,1.188805938,0.020731682,11.15029391,39.11826292,1.817446589,1.607003808,0.012475581,10.79057303,38.75006859,1.811360002,1.67047441,0.004982069
7975-3703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-3704,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-3702,1-163666,9.8948017,41.37354794,1.169795752,7.053936481,2.441692973,9.461480701,40.72729186,1.197804213,7.242609978,0.672509649,9.016069994,40.22649802,1.206462264,7.351777554,0.231329215
7975-3701,1-229699,9.44569308,39.53760449,1.477640748,3.028543949,0.080550614,8.971562482,38.99672079,1.503742218,3.069380283,0.023467261,8.578416973,38.55873593,1.504315495,3.104447365,0.008712721
7975-9102,1-604832,11.53952644,39.39346658,1.99021697,-1.908927083,0.007189918,11.32014725,39.16794451,2.033821106,-2.079295635,0.004484786,11.09406056,38.9064636,2.064930916,-2.196064472,0.003400794
7975-9101,1-217752,10.10428839,39.7670916,1.319210291,4.539544106,0.329056834,9.67061939,39.1090259,1.387859583,3.581595421,0.086125592,9.324370179,38.73544618,1.413374662,3.336063862,0.033342027
7975-6104,1-556699,9.986505346,41.42142215,1.259371877,6.264121056,5.828130527,9.622705125,40.73162667,1.311160207,5.409030914,1.859075126,9.317472408,40.22047475,1.338088512,4.759534359,0.74011259
7975-12704,1-217842,10.12659132,40.86483518,1.448476315,2.852219582,4.559879275,9.858518865,40.51885934,1.477146029,2.446925879,2.035319875,9.581473297,40.13592012,1.590107679,1.605906606,0.684335608
7975-6102,1-217732,11.00171856,39.51205455,1.860389948,-0.588452995,0.022668972,10.75036432,39.17847303,1.880948663,-0.609854102,0.013088515,10.5019364,38.88790278,1.900100708,-0.899772882,0.007383544
7975-12701,1-298217,10.44377843,40.03906557,1.669034719,0.610892653,0.14309305,10.1215499,39.66974931,1.791778088,-0.319395274,0.039464796,9.741752763,39.24871016,1.811456084,-0.525263429,0.013928449
7975-12702,1-217828,10.40170282,39.62896317,1.868912816,-0.710212827,0.108171402,9.963256268,39.2142546,1.868522882,-0.422591418,0.051082851,9.690966405,38.96345945,1.868912816,-0.422591418,0.030290053
7975-1901,1-51128,10.52041868,39.56996197,1.391885996,4.011428833,0.296434723,10.24744087,39.03516073,1.490762711,2.339714766,0.091894613,9.984507786,38.70376134,1.556412458,1.510197163,0.037857328
7975-12703,1-50971,10.74898673,39.47362479,2.000511646,-2.031428814,0.017171042,10.47206455,39.24803913,2.060223818,-2.161688805,0.009980893,10.12526556,38.94933405,2.095599651,-2.34099865,0.004500034
7975-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7975-6103,1-50982,10.26139587,41.23375246,1.33150804,5.482351303,7.290183626,9.884438492,40.3908361,1.409639955,4.654067516,1.43471943,9.500714768,39.82473214,1.443770289,4.426669121,0.406996528
7975-6101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-1902,1-50955,9.410135587,37.73289303,1.664934158,0.750422359,8.11E-05,8.914399382,37.21659562,1.68545568,0.261595756,3.12E-05,8.470979499,#NAME?,1.697977304,0.009747447,1.04E-05
7990-6102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7990-3701,1-50956,10.84855702,39.50105565,1.924078703,-1.656407714,0.006275688,10.56092097,39.21232619,1.978961825,-1.789176106,0.005010368,10.25964843,38.88819337,1.993390441,-1.914279938,0.002471103
7990-3704,1-639823,10.76742031,nan,1.282440543,5.448550224,nan,10.44743303,38.91575795,1.37061882,4.86038065,0.062227659,10.05132673,38.5320678,1.419918776,4.479876995,0.025071779
7990-3703,1-51118,10.02065763,39.55584682,1.812619448,-0.691931307,0.052342581,9.648587847,39.23072927,1.770146728,-0.207102761,0.030088872,9.25803333,38.84881589,1.762637377,-0.134157658,0.012976277
7990-3702,1-51079,9.498581179,39.56962304,1.289620161,4.928242207,0.061709803,9.048668793,38.91018682,1.318082094,4.558977127,0.015950224,8.677925464,38.47527504,1.339847684,4.487596512,0.006199977
7990-1901,1-51008,9.130713803,40.39249863,1.268497467,5.853992939,0.351971874,8.630532823,39.86968264,1.270084858,6.061836243,0.108063821,8.259579802,39.5003882,1.270084858,6.194388866,0.046147763
7990-6101,1-51165,8.885011782,39.71898101,1.325167775,3.980325699,0.088863985,8.515983409,39.48375099,1.240751505,4.780809402,0.051859181,8.198959206,39.13551082,1.2172786,4.999320984,0.023466424
7990-6103,1-51113,11.19233278,39.12607105,1.440992951,2.807132959,0.096159813,10.86788146,38.71880917,1.618736029,1.084389806,0.021074407,10.605321,38.38702859,1.683750868,0.102765158,0.007659339
7990-9101,1-51001,10.79500096,39.9651122,1.255940676,5.12740469,1.014579599,10.37382491,39.55759342,1.278379321,4.867977142,0.346843717,9.936282294,39.14463979,1.285221219,4.797566414,0.126300243
7990-9102,1-51136,9.323585837,40.41628213,1.309209347,5.764047623,0.494110621,8.928295891,40.19769054,1.265418053,6.049357414,0.285809348,8.578377687,39.90248267,1.244463205,6.238605499,0.143153226
7990-12704,1-51120,10.58159322,39.6389195,1.545508385,2.121938467,0.236191403,10.30090654,39.30248951,1.589330435,1.810843587,0.144408933,9.984039527,38.98111613,1.572763443,1.964162588,0.079198581
7990-12705,1-153263,10.98401753,38.98683981,1.872519732,-0.83878386,0.003126264,10.6901437,38.85813597,1.896498322,-1.281220078,0.001237808,10.37050532,38.66337981,1.914572716,-1.352852821,0.000761013
7990-12702,1-153153,10.21606362,39.94881108,1.493593574,3.82229495,0.446371839,9.954182076,39.51479303,1.549691916,2.833579302,0.202418539,9.656034151,39.13509216,1.576457739,2.423275709,0.083102439
7990-12703,1-121648,10.98289568,38.34198167,1.913000584,-0.87534827,0.001781762,10.64596104,38.01792003,1.95104003,-1.519864559,0.000791576,10.16208263,37.58697906,1.968959212,-1.367768288,0.000286167
7990-12701,1-153293,10.80454581,39.62714822,1.506179452,2.399314642,0.224518554,10.53450068,39.28335838,1.733797312,-0.118303202,0.048294862,10.27934561,39.01064262,1.844330788,-1.133482933,0.016190355
7990-6104,1-153279,9.365926706,40.21921171,1.278792858,6.056028366,0.249424802,9.003990631,39.69781333,1.327859879,5.352492809,0.083475244,8.667892737,39.25748569,1.340190291,5.101261616,0.031258099
8082-6103,1-153116,11.22924903,40.18747774,1.359386802,2.94955039,1.336835253,11.02748309,40.04029378,1.230315208,3.142802,1.016357932,10.77508317,39.81843658,1.224808931,3.134309769,0.600209948
8082-1902,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
8082-6102,1-121546,11.73415028,38.90739271,1.909913778,-0.57131803,0.002166384,11.55632528,38.59655602,1.937359095,-1.471938491,0.001073587,11.36566074,38.41559638,1.989969611,-1.976518631,0.000564454
8082-6101,1-548620,11.02756925,38.801918,2.002437592,-1.008243203,0.002932674,10.73121704,38.54696104,2.058117867,-2.099996328,0.001389904,10.44671407,38.27304622,2.067348242,-2.280846834,0.000619211
8082-3702,1-153284,8.906537926,39.72044924,1.245518565,6.004406452,0.051278163,8.420294467,39.12622598,1.238142967,6.338963985,0.013418872,7.879427932,38.57289612,1.234041929,6.458911896,0.003696044
8082-9102,1-121604,10.95684826,39.58466075,1.952695966,-1.086805701,0.032845456,10.60840429,39.29442846,1.968858004,-1.259919763,0.016676605,10.23926226,38.96189985,1.977981806,-1.257872343,0.007656053
8082-12703,1-121576,10.99997975,38.85087307,1.796899438,0.084265679,0.010228857,10.72200932,38.52376337,1.953935027,-0.906704903,0.002196292,10.46360595,38.21841504,1.962884188,-1.01631546,0.001375066
8082-3703,1-153332,10.6953556,38.82159548,1.46248579,2.745893478,0.057475675,10.32781934,38.35969073,1.563269138,1.753104806,0.016661237,10.04442632,38.01617538,1.597352266,1.108969569,0.006491033
8082-12704,1-121566,8.862194962,41.63094884,1.264138699,7.448737621,4.276066504,8.570111388,41.26924114,1.266923904,6.594810486,1.809292083,8.231723679,40.8192654,1.2645818,6.134284973,0.677262556
8082-12705,1-153339,10.25802455,40.11247714,1.373451948,4.528449059,1.092842137,9.924805956,39.62810149,1.487585068,3.056759596,0.317767282,9.621273413,39.29496662,1.531603336,2.615249634,0.143097828
