MANGAID,plateifu,identified_mangaid,stellarmass_1.0re,o3_lum_1re,dn4000_specindex_1re,hd_specindex_1re,sfr_1re,stellarmass_0.5re,o3_lum_0.5re,dn4000_specindex_0.5re,hd_specindex_0.5re,sfr_0.5re,stellarmass_0.3re,o3_lum_0.3re,dn4000_specindex_0.3re,hd_specindex_0.3re,sfr_0.3re
1-603941,8154-9102,1-603941,10.3669501,40.08388519,1.252956748,6.053584099,0.452521199,10.07061645,39.79716936,1.366676092,4.616902828,0.103296874,9.802782897,39.66227411,1.439173579,3.858560324,0.034579866
1-603965,9194-3701,1-603965,11.18568418,39.76293648,1.901275158,-1.268646479,0.012916594,10.96618886,39.54729598,1.911195397,-1.471925378,0.007573846,10.72775202,39.27943742,1.9407686,-1.634533167,0.003370929
1-603974,9194-12703,1-603974,10.85413265,40.0271291,1.533622742,2.180027962,0.447425406,10.60058088,39.57992096,1.824508667,-0.76799494,0.060240706,10.37937855,39.32015852,1.907239914,-1.706340313,0.021260841
1-603996,8080-6102,1-603996,11.17661221,39.8092372,1.970659375,-2.168106556,0.04542187,10.95071188,39.56099609,1.916069269,-2.026023626,0.036547935,10.67294084,39.26243036,1.878804207,-1.609019518,0.020831296
1-604017,8082-12701,1-604017,10.35703635,39.73325185,1.376812458,4.57390976,0.268166779,10.13854643,39.38741033,1.562014699,1.839106321,0.081776853,9.892437265,39.14967783,1.67175746,0.515582919,0.041162091
1-604022,8080-12703,1-604022,10.76433736,41.2573559,1.311781526,4.302352905,12.32969854,10.51501763,40.79757064,1.622729182,1.698366523,1.414600478,10.30959953,40.59240457,1.724393845,1.068709731,0.612040584
1-604037,8082-1902,1-604037,9.78593817,38.79911747,1.681839585,1.242990255,0.00101295,9.452310728,38.3363496,1.715885758,1.188540101,0.000497189,9.024242412,37.76349043,1.720129728,1.20645225,0.000167791
1-604039,8083-12705,1-604039,10.14326717,40.24467533,1.265367627,5.700013161,0.755224357,9.839149398,39.68407715,1.273079038,5.108509064,0.341949125,9.54592078,39.25634056,1.299971581,4.701877594,0.167450389
1-604048,8084-12702,1-604048,10.95597983,39.80270215,1.532038569,1.972656131,0.129558575,10.76296571,39.52150711,1.676723599,0.620413959,0.046460587,10.56541495,39.33816053,1.734535336,0.247118413,0.027154266
1-604052,8084-3702,1-604052,10.24884137,41.13771566,1.35293901,5.913395405,6.803654339,9.80697928,40.69140648,1.291782379,6.141871452,2.701000339,9.48599487,40.36816544,1.280514002,6.260540962,1.303345533
1-604053,8083-12704,1-604053,10.43562937,nan,1.335490108,4.438452244,0.700585356,10.19277886,39.44072678,1.501095295,2.363627672,0.127256264,9.999698159,39.13885432,1.765391946,-0.582632482,0.023591097
1-60406,10845-3704,1-60406,10.94901663,39.71227247,2.045480728,-1.961426735,0.013153447,10.57530251,38.85872578,2.086741924,-2.101962805,0.002279898,10.2465357,38.22615012,2.086741924,-2.160750628,0.00024374
1-604062,8085-12702,1-604062,9.984111576,39.92294797,1.333516479,6.357201099,0.103863615,9.521359155,39.07034604,1.351652861,5.767915249,0.024731872,9.119997306,38.62504623,1.358661413,5.434961319,0.010561943
1-604068,9189-6102,1-604068,10.46570492,39.59418025,1.227311969,6.000386715,0.450355982,10.15341964,39.15360911,1.247175813,5.766325951,0.187995138,9.836162733,38.78568569,1.262403131,5.518482685,0.080267143
1-604085,8085-12704,1-604085,10.4983055,39.50348663,1.442046165,3.470494747,0.209590643,10.18006357,38.98192896,1.622112751,1.312614918,0.043654455,9.879589001,38.64788297,1.682103276,0.664238632,0.016834349
1-604111,9190-12703,1-604111,10.71111456,nan,1.420980334,3.451384544,0.83802977,10.399438,39.59475707,1.659883022,0.398816049,0.194884825,10.1418404,39.32930122,1.723335862,-0.285195738,0.12986835
1-604153,8156-6102,1-604153,10.98252912,39.85887903,1.845075846,-0.982626796,0.046383741,10.74770015,39.59089835,1.91330874,-1.643954635,0.030280991,10.47438291,39.33607358,1.955337882,-1.778234243,0.019143572
1-604172,8727-12705,1-604172,10.36983965,40.34338553,1.306313634,5.133132458,1.152806764,10.13533413,39.86495957,1.322972178,4.228499889,0.543926732,9.94936591,39.73399621,1.187957168,4.127714634,0.461100028
1-604210,8728-3704,1-604210,11.27729462,39.56113914,2.038947344,-2.01512289,0.012764535,10.97705553,39.34682757,2.051957607,-2.44515419,0.005944237,10.67934322,39.09195097,2.046279907,-2.489979267,0.002655504
1-604231,8158-12701,1-604231,11.03156476,39.29474381,1.558343768,2.768259048,0.074980934,10.69486137,38.93496392,1.737934947,0.920349598,0.021151,10.26816208,38.58524651,1.804466844,0.583679259,0.006604009
1-60446,10845-3702,1-60446,10.60078206,39.20957081,1.913099766,-1.406191826,0.004611436,10.32222,38.92461201,1.954501271,-1.725003481,0.002322445,10.01077736,38.59007195,1.967874885,-1.970831275,0.001160231
1-604748,8131-9101,1-604748,10.45261714,41.45060699,1.122764707,6.630271912,nan,10.00765873,41.12603585,1.044622898,5.402303696,nan,9.69719424,41.00220872,1.03148675,5.227655411,0.796795901
1-604761,8135-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604791,8139-3702,1-604791,8.989356523,40.66804187,1.326924801,6.133810043,0.463781216,8.734582793,40.25696781,1.341057777,5.548428535,0.201464325,8.35832267,39.51300072,1.341607571,5.424406528,0.054961958
1-604797,8139-12704,1-604797,9.098317341,41.49175875,1.244000673,6.238148689,3.408671394,8.666907801,40.91994095,1.254970193,6.010401726,1.021805573,8.278993022,40.4858461,1.283744931,5.817174435,0.390830424
1-604816,8146-3702,1-604816,10.85380624,39.61802935,1.922416449,-1.451045752,0.023663233,10.54416197,39.35584446,1.949599862,-1.764490366,0.014100465,10.21820945,39.05508442,1.961999297,-1.917899728,0.007185749
1-604818,8566-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604821,8139-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604824,8977-6103,1-604824,10.95158073,40.58148031,1.308250189,4.595551014,2.669668919,10.6472093,40.07266449,1.572724819,1.509466529,0.356132156,10.38387797,39.79222916,1.703617096,0.450408489,0.108498029
1-604826,8726-9101,1-604826,10.96952534,nan,1.79166007,-0.228977889,nan,10.70477363,nan,1.829190969,-0.803915322,nan,10.3360827,38.3936058,1.842873931,-0.915014982,0.001238894
1-604832,9498-9101,1-604832,11.53952644,39.39346658,1.99021697,-1.908927083,0.007189918,11.32014725,39.16794451,2.033821106,-2.079295635,0.004484786,11.09406056,38.9064636,2.064930916,-2.196064472,0.003400794
1-604835,8717-12701,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604839,8146-12701,1-604839,10.51667086,39.09738263,1.45522058,3.288088322,0.096430564,10.16219157,38.6016982,1.589523911,1.275366187,0.020584949,9.899122229,38.20352937,1.677462697,0.486380666,0.006582288
1-604841,8937-3701,1-604841,10.49901653,40.31226369,1.999957561,-2.239030361,0.055210585,10.17421792,40.01803515,2.049322844,-2.518853188,0.025583603,9.769888118,39.64633408,2.070301533,-2.576223612,0.010536552
1-604846,8936-3703,1-604846,8.839111876,40.10124682,1.259618163,6.508152008,0.161948973,8.684310717,39.77038113,1.280815482,6.26439476,0.09119979,8.343694032,39.42599436,1.29608655,5.976887226,0.042571999
1-604851,10218-12702,1-604851,10.31570515,40.45098554,1.331178308,4.935830116,1.514120922,9.960996565,39.84109843,1.368845224,4.130695343,0.547619793,9.655019355,39.51377283,1.386872411,3.788738966,0.289569308
1-604856,8147-12705,1-604856,10.44713028,40.01081736,1.792469978,0.259728193,0.304347324,10.06317645,39.58355635,1.852554321,-0.130162552,0.101570272,9.77524628,39.27174228,1.855982542,-0.201573491,0.046228758
1-604860,8714-3704,1-604860,11.205342,40.3576542,1.781156421,-0.956362128,0.088121151,10.96639307,40.28684874,1.721816182,-0.961998463,0.073721073,10.6817951,40.10277948,1.649819613,-0.845971346,0.047917806
1-604864,8937-12705,1-604864,11.38040562,nan,1.906530619,-2.0330441,0.037942479,11.29418725,39.55071512,1.932406545,-2.110291958,0.021275417,11.09484651,39.40419058,1.964864016,-2.475286961,0.008231051
1-604873,11743-12705,1-604873,10.35945812,39.86089038,1.302075267,5.333186626,0.382383227,9.989589829,39.07641979,1.383823633,4.193455696,0.102471004,9.622149303,38.60933675,1.43131268,3.528543711,0.040392234
1-604875,10218-12705,1-604875,9.470164144,40.51711423,1.381746888,4.388655186,0.90459985,9.091786695,39.86104522,1.421056151,3.136000156,0.228198233,8.781571132,39.3913415,1.43796134,2.834526062,0.084687538
1-604878,8937-12704,1-604878,9.509378804,41.60142451,1.259279013,5.381044388,4.511829675,9.180713284,41.07917454,1.307596564,5.001758575,1.688421277,8.803432902,40.41119639,1.316496849,4.998155117,0.484584151
1-604880,8714-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604883,8717-12704,1-604883,9.156077549,39.8128501,1.297987461,6.078719616,0.107294113,8.880105828,39.40321452,1.308485985,6.104951382,0.045781562,8.48963323,38.90987937,1.330791354,6.044392586,0.016379044
1-604885,10217-9102,1-604885,9.608708523,42.05237315,1.206385016,6.425387383,11.17453761,9.317519104,41.88082799,1.16029799,6.058382511,7.091448145,9.033909852,41.67871542,1.136821389,5.86431551,4.359109987
1-604888,11743-1902,1-604888,10.85354662,39.84097916,1.865044951,-0.996815085,0.020088396,10.49695816,39.5224512,1.90817523,-1.037793994,0.012302742,9.948221812,38.86540184,1.931880116,-1.053221583,0.005196475
1-604902,9499-12702,1-604902,9.982222608,40.16208,1.194909453,5.574626446,0.308939142,9.54119315,39.82885791,1.172197938,5.518306732,0.129493908,9.189504818,39.45789241,1.15221715,5.503165245,0.053457725
1-604907,8715-3702,1-604907,10.70168143,40.93084478,1.494692802,6.25061655,0.147615899,10.3544536,40.64335501,1.50044775,6.292163372,0.081552566,9.980607925,40.28710558,1.50044775,6.292163372,0.038003528
1-604912,9499-6104,1-604912,10.80104461,40.84177912,1.674112678,1.689830303,1.046552463,10.48104321,40.62114082,1.681627512,1.878377557,0.584467137,10.17472551,40.34904508,1.684268832,1.955735922,0.295073262
1-604915,9182-3701,1-604915,9.987272574,40.51387379,1.235173345,6.460338116,1.441649109,9.517363119,39.88143327,1.248893142,6.512802124,0.400363517,9.15621933,39.43840594,1.262019038,6.513543129,0.154094305
1-604923,9496-1901,1-604923,9.382686388,40.43950301,1.348785162,5.483683586,0.439124346,8.943189079,39.91751814,1.370774508,4.882831097,0.158296774,8.524386402,39.40388792,1.388623476,4.706663132,0.054061662
1-604928,8941-6101,1-604928,10.04584111,39.4202384,1.344617486,4.522688389,0.222023104,9.525801534,38.88042249,1.355499744,4.334136963,0.067671507,9.160947999,38.50875674,1.355502963,4.221786022,0.028938584
1-604930,8149-12701,1-604930,10.11219092,40.28984357,1.169453263,6.24417305,0.306237419,9.79047694,40.06628032,1.13946557,6.033623695,0.183034402,9.418636676,39.79809062,1.123354316,5.951191902,0.091685814
1-604935,9499-12701,1-604935,9.024252745,40.32304109,1.280368209,5.939730167,0.245142282,8.634352968,39.8710754,1.27091825,5.852940559,0.100123434,8.262997526,39.39793992,1.275243282,5.734860897,0.038617639
1-604937,8141-12703,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604940,9499-1902,1-604940,9.751323151,40.52193759,1.190963268,5.679623604,1.436907389,9.279194357,39.973893,1.210088849,5.821872711,0.442771246,8.944457636,39.61251534,1.210597038,5.84867239,0.197408878
1-604951,10220-6103,1-604951,10.84542724,39.29461957,1.587009072,1.046442747,0.097421698,10.54886392,38.93943974,1.806387424,-1.010713339,0.021541032,10.26265279,38.65311349,1.865026116,-1.396744013,0.007996554
1-604956,9496-6104,1-604956,10.11553827,39.80174649,1.278832912,5.57318449,0.407821394,9.632195241,39.23410582,1.282202482,5.565758705,0.127159989,9.207106205,38.75517531,1.299690843,5.597631454,0.042637213
1-604970,8940-6102,1-604970,10.11506934,40.3312187,1.186117172,7.312066078,0.929106109,9.714799852,39.93414488,1.195113897,7.90159893,0.311422684,9.387371115,39.61379041,1.196690321,8.065141678,0.139539915
1-604980,8938-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-604984,9503-12705,1-604984,9.273267034,41.02059393,1.324905157,5.243588924,0.897177755,9.026810801,40.72579163,1.33351469,5.044235229,0.442406572,8.707284514,40.41472786,1.32096827,5.167173386,0.20562799
1-604985,10214-12701,1-604985,10.2261461,39.63362036,1.445640087,3.696303368,0.151098957,9.846527193,38.97130176,1.551181316,2.216937065,0.040198277,9.53664127,38.5605597,1.57951498,1.975208402,0.014319515
1-604992,9183-12702,1-604992,10.6608043,39.64337675,1.42499423,3.752148867,0.319632476,10.33522298,39.26723492,1.519202709,2.247024298,0.105311466,10.03913427,39.00960176,1.602222443,1.773203731,0.036476434
1-605012,8716-3701,1-605012,10.89360279,39.42662788,1.313991308,4.587905407,0.169479918,10.60367778,39.12359809,1.423683763,3.146869421,0.050129953,10.30327137,38.85292989,1.512955904,2.540567875,0.016816986
1-605013,10497-3702,1-605013,10.90585085,40.5298404,2.094203711,-2.562679768,0.338556098,10.62312163,40.27743471,2.117484093,-2.740458965,0.219656041,10.31181538,39.99167824,2.124926329,-2.727963448,0.133878045
1-605026,10492-9101,1-605026,10.32011813,39.82249828,1.378312588,4.592312336,0.722158398,9.997203651,39.49054831,1.38504684,4.199576378,0.393467468,9.665891123,39.1970514,1.36953795,3.844933271,0.221305959
1-605029,8941-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-605037,9485-3704,1-605037,10.87542416,40.66138764,1.924740911,-1.32690382,0.299524327,10.57031662,40.44022595,1.97865212,-1.701286793,0.183916719,10.22469429,40.12300577,1.990751624,-1.734815359,0.092156076
1-605047,9495-6104,1-605047,11.16012791,39.86041246,1.96061039,-2.175887346,0.017455632,10.92120516,39.58796379,2.013049603,-2.379988194,0.014294821,10.64206333,39.21247093,2.03695178,-2.451779842,0.008763159
1-605051,10214-12704,1-605051,11.46612635,39.61041337,2.054874182,-1.571432948,0.003945142,11.22743839,39.34025208,2.037685156,-1.698992729,0.001512168,10.98611911,39.07241968,2.03195858,-1.952992201,0.000692288
1-60506,10845-9102,1-60506,10.70352092,40.59055684,1.398180723,4.190382481,1.896404064,10.47684977,40.06224464,1.486237407,2.899835825,0.5721504,10.23917311,39.82567716,1.58390224,1.672962666,0.20194044
1-605069,10492-6103,1-605069,10.50846206,41.57402556,1.545295119,3.312090874,2.418270019,10.25193084,41.34461142,1.437353611,3.950064898,1.560362112,9.958484108,41.06906772,1.416432261,4.001333237,0.856061331
1-605075,9509-6103,1-605075,10.05574211,40.24256088,1.319109321,4.631218433,1.685193236,9.697041157,39.66596482,1.409946322,3.513009787,0.406349627,9.394705478,39.2862888,1.448246241,2.773150682,0.159379309
1-605088,10492-12704,1-605088,10.13937975,40.25823868,1.329206824,5.039725304,1.028053255,9.784985289,39.60108077,1.398023844,3.793554068,0.260968444,9.48652998,39.2641293,1.431265593,3.461812258,0.11356941
1-605093,10215-12704,1-605093,10.67773086,39.89772763,1.666592836,0.993305981,0.179120648,10.47343748,39.68918855,1.596785426,0.437796474,0.119188175,10.27434809,39.30593945,1.770522952,-0.624553263,0.032678087
1-605106,9495-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-605125,10221-12704,1-605125,8.669880989,39.59902265,1.332598686,4.606523991,0.043541304,8.46541453,39.0379923,1.383260846,3.318540812,0.013557582,8.255578472,38.63456434,1.444132686,2.895904303,0.005884033
1-605161,8722-3701,1-605161,7.112663116,41.21648576,1.284957051,4.402206898,nan,7.112663116,41.21648576,1.284957051,4.402206898,nan,7.112663116,41.21648576,1.284957051,4.402206898,nan
1-605180,10219-6104,1-605180,9.532021894,39.68062759,1.362669826,5.405228615,0.110481062,9.162427337,38.90824625,1.424130082,4.421943188,0.024809609,8.858178097,38.42790907,1.455819845,4.072980881,0.009301442
1-605181,10219-9102,1-605181,10.19002508,40.66067498,1.356639624,5.065891266,3.118025778,9.889902651,40.04597629,1.413550138,3.759987831,1.089437766,9.581772672,39.64733351,1.466983676,3.162622213,0.409403292
1-605195,9508-12702,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-605208,10219-12705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-605215,9489-6104,1-605215,10.12804148,40.66118109,1.562118053,2.045742989,0.375189031,9.930017102,40.57389496,1.650900722,0.730150998,0.190960906,9.70023415,40.41617501,1.688159943,0.515893221,0.112438446
1-605216,9489-3703,1-605216,9.544284091,40.96935937,1.231336832,7.230132103,0.720109536,9.207115744,40.64958422,1.226852417,7.288200378,0.342478295,8.919632355,40.34840635,1.233494759,7.287518024,0.169689634
1-605233,9494-12702,1-605233,9.348367926,41.98685862,1.24289763,6.700569153,9.849668962,8.949946533,41.61778596,1.244716167,6.882915497,4.381806098,8.597989334,41.30631082,1.240208387,7.026180267,2.126042801
1-605245,8723-12701,1-605245,10.88014346,39.76530777,1.364024401,3.910224676,0.436894454,10.62153764,39.29182159,1.453273654,2.39126277,0.151875643,10.38752569,39.03120671,1.522464275,1.640180588,0.069661661
1-605247,9510-12704,1-605247,11.60044168,40.23052215,1.903513312,-1.481589317,0.037701233,11.17493907,39.87852442,1.868182063,-1.484411001,0.022664307,11.05156805,39.72959261,1.952512264,-1.955580235,0.017062635
1-605249,9488-12703,1-605249,9.25882773,41.44630245,1.325339556,5.045386791,4.535072725,8.932511798,41.04681893,1.369184613,4.272283077,1.780169173,8.604443811,40.63681289,1.384149194,3.781245232,0.687462736
1-605268,11746-12701,1-605268,10.81901579,39.86738503,1.568793654,1.790562153,0.227923391,10.54806905,39.48333837,1.810438156,-0.651416779,0.039555481,10.25448948,39.15352484,1.8646878,-1.019929051,0.015115392
1-605270,11745-12702,1-605270,10.62092226,41.77986503,1.430499434,4.834201813,35.14475158,10.34580121,41.40430585,1.462383986,4.406639099,17.44156405,10.0755019,41.07722688,1.508784771,4.169635296,8.113987699
1-605282,8241-12705,1-605282,10.1409825,40.11854059,1.377125144,4.631340027,0.630040733,9.905224886,39.71640946,1.506529808,3.068538666,0.225691981,9.645911892,39.40523236,1.560614705,3.005214214,0.099531344
1-605294,9510-6101,1-605294,9.692964475,40.71901203,1.28526926,5.843717575,0.640759406,9.374726847,40.253186,1.296685696,5.762214661,0.269123127,9.057983859,39.87121047,1.308976054,5.753473759,0.120056158
1-605305,11746-12705,1-605305,9.810100311,39.54579211,1.305412412,5.164012909,0.118016909,9.416667396,38.81658373,1.355372787,4.349060059,0.031544378,9.083153613,38.33384452,1.367627621,4.00035429,0.011597953
1-605306,9502-3703,1-605306,9.923243427,40.22114494,1.929178953,-1.989339352,0.138377523,9.634959313,39.89646565,2.013360023,-2.318997622,0.06245586,9.363105406,39.60106477,2.039465189,-2.39629364,0.03132589
1-605311,9502-9101,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1-605335,10502-1901,1-605335,10.08159729,43.14292832,1.159548044,6.175441265,188.2006808,9.690814125,42.68572565,1.164005995,6.185148716,67.16380247,9.262476112,42.25838728,1.167124033,6.294753075,25.42537352
1-605353,9511-12704,1-605353,10.96209639,40.35325739,1.472015977,2.881409883,0.130304156,10.84353317,40.30498447,1.644207001,1.253746271,0.058815444,10.68123251,40.24338536,1.764839649,0.090050131,0.041404226
1-605367,9507-12704,1-605367,10.5600508,40.53438537,1.345947742,6.350606441,0.977056736,10.36464941,40.35822952,1.340007067,6.231486797,0.693174905,10.08220223,40.11504291,1.336601496,6.219380379,0.403045164
1-60537,11866-6104,1-60537,10.29484402,38.72462471,1.822346449,1.367198348,0.004543214,10.07890401,38.39120973,1.785074472,0.360105217,0.001824371,9.868516738,38.17347245,1.823713183,-0.462779582,0.000668844
1-605382,11747-12704,1-605382,11.7620472,40.30265357,2.053168535,-1.858837008,0.088401203,11.5966197,40.21219621,2.07931304,-2.165351391,0.078710054,11.44154804,40.1223029,2.098559856,-2.265343666,0.070609423
1-605387,11754-3702,1-605387,11.08164243,39.75234656,1.905357599,-1.35776639,0.028388074,10.84566563,39.55464136,1.953885555,-1.824487448,0.016906578,10.53800665,39.28276437,1.967323303,-2.052333355,0.010170632
1-605418,9501-12705,1-605418,9.566411356,nan,1.386892438,3.754555225,3.116623384,9.348815484,40.62068401,1.425078988,3.171091795,1.253931741,9.083207368,40.16443366,1.457504869,2.343559027,0.451858766
1-605419,8243-9102,1-605419,11.44338985,40.30728247,1.684139013,0.099443138,0.632861147,11.24399594,40.10833378,1.703408003,-0.668094337,0.343962356,11.02701989,39.90989096,1.841564775,-1.357134223,0.152471839
1-605451,10499-12701,1-605451,9.781582543,41.26760512,1.384521961,5.754508018,nan,9.503499745,41.4201593,1.373783827,5.485423565,4.801081581,9.242077013,41.10634144,1.374519944,5.317754269,2.481972591
1-605458,10498-9101,1-605458,11.0232909,40.6601011,1.378999591,3.557327271,3.160311489,10.71737586,40.20708916,1.577080131,1.418086529,0.612461175,10.40355072,39.89535894,1.647698045,0.822566092,0.234037101
